## 2016 Plant Transmission Exp. Videos,,,,,,,,
### Data Entry by: Elizabeth,,,,,,,,
### Samantha Alger & Alex Burnham,,,,,,,,
"### VideoFileName is the file name of the video; PlantSpp is the plant species in the video. Possible values are: BFT, WC, RC, or diversity;",,,,,,,,
"### Experiment possible values are: acute, comingle, diversity, chronic, BeeSpp possible values are BB, HB, or comingle;",,,,,,,,
"### TimeStart is the time stamp for when a bee lands on a flower; TimeEnd is when that bee leaves a flower, TimeForage calculates the total amount of time the bees spent on a flower; Forage is the number of seconds the forager spent on a flower in seconds",,,,,,,,
"### expID is the combined ID of the plant spp. and the experiment and is used to merge data with virus dataframe, chronic 1,2,3 represent for the first, second, and third days of the chronic experiment",,,,,,,,
"### that took place on 8/27, 8/28, and 8/29, NOTE that plants were collected the day after the video was filmed",,,,,,,,
,,,,,,,,
VideoFileName,PlantSpp,Experiment,BeeSpp,TimeStart,TimeEnd,TimeForage,Forage,expID
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:21:41,0:22:06,0:00:25,25,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:07,0:22:12,0:00:05,5,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:07,0:22:11,0:00:04,4,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:15,0:22:17,0:00:02,2,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:17,0:22:19,0:00:02,2,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:22,0:22:24,0:00:02,2,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:25,0:22:28,0:00:03,3,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:32,0:22:35,0:00:03,3,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:51,0:22:54,0:00:03,3,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:22:55,0:23:13,0:00:18,18,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:23:14,0:23:34,0:00:20,20,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:23:34,0:23:40,0:00:06,6,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:23:55,0:24:16,0:00:21,21,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:24:22,0:24:33,0:00:11,11,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:25:38,0:25:44,0:00:06,6,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:25:44,0:25:48,0:00:04,4,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:25:49,0:25:50,0:00:01,1,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:25:51,0:25:54,0:00:03,3,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:26:09,0:26:34,0:00:25,25,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:26:36,0:26:40,0:00:04,4,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:27:02,0:28:22,0:01:20,80,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:28:22,0:28:45,0:00:23,23,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:28:46,0:30:18,0:01:32,92,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:19,0:30:27,0:00:08,8,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:24,0:30:28,0:00:04,4,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:27,0:30:28,0:00:01,1,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:28,0:30:29,0:00:01,1,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:30,0:31:27,0:00:57,57,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:31,0:30:41,0:00:10,10,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:30:41,0:32:28,0:01:47,107,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:31:39,0:32:20,0:00:41,41,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:32:24,0:32:27,0:00:03,3,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:32:28,0:32:34,0:00:06,6,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:32:29,0:32:38,0:00:09,9,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:32:36,0:33:04,0:00:28,28,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:32:38,0:32:51,0:00:13,13,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:32:54,0:33:14,0:00:20,20,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:33:08,0:33:14,0:00:06,6,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:33:17,0:33:23,0:00:06,6,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:33:24,0:33:26,0:00:02,2,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:33:33,0:33:40,0:00:07,7,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:33:46,0:34:05,0:00:19,19,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:34:21,0:34:22,0:00:01,1,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:34:21,0:35:04,0:00:43,43,WC_chronic-2
8/28_ChronicHB-1.MOD,WC,chronic-2,HB,0:34:27,0:35:34,0:01:07,67,WC_chronic-2
