ID,Date,Site,Morpho species,plant,Time,Bee,
371,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
372,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
373,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
374,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
375,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
376,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
377,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
378,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
379,7/31/15,HOGB,small bombus,Trifolium pratense,12:35 PM,bombus,
380,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
381,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
382,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
383,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
384,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
385,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
386,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
387,7/31/15,HOGB,small orange bombus,Trifolium pratense,12:35 PM,bombus,
388,7/31/15,HOGB,apis,Trifolium pratense,12:35 PM,apis,
389,7/31/15,HOGB,apis,Trifolium pratense,12:35 PM,apis,
390,7/31/15,HOGB,apis,Trifolium pratense,12:35 PM,apis,
391,7/31/15,HOGB,apis,Trifolium pratense,12:35 PM,apis,
392,7/23/15,FERL,small bombus,Hypericum perforatum,2:30 PM,bombus,
393,7/23/15,FERL,small black,Hypericum perforatum,2:30 PM,OTHER,
394,7/23/15,FERL,tiny black,Trifolium pratense,2:30 PM,OTHER,
395,7/23/15,RICE,big bombus ,Vicia cracca,3:25 PM,bombus,
396,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
397,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
398,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
399,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
400,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
401,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
402,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
403,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
404,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
405,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
406,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
407,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
408,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
409,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,bombus,saw some apis prior to survey (2-3)
410,7/23/15,RICE,big bombus ,grass,3:25 PM,bombus,saw some apis prior to survey (2-3)
411,7/20/15,WHAL,small bombus,Lythrum salicaria,4:52 PM,bombus,
412,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
413,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
414,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
415,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
416,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
417,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
418,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,apis,
419,7/20/15,WHAL,small bombus,in flight,4:52 PM,bombus,
420,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
421,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
422,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
423,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
424,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
425,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
426,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
427,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
428,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
429,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
430,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
431,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
432,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
433,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
434,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
435,7/20/15,WHAL,apis,in flight,4:52 PM,apis,
436,7/20/15,WHAL,small bombus ,Pastinaca sativa ,4:52 PM,bombus,
437,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
438,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
439,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
440,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
441,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
442,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
443,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
444,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
445,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
446,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
447,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
448,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,apis,
449,7/20/15,WHAL,small bombus ,Vicia cracca,4:52 PM,bombus,
450,7/20/15,WHAL,small bombus ,Trifolium pratense,4:52 PM,bombus,
451,7/20/15,WHAL,small bombus ,Lotus corniculatus,4:52 PM,bombus,
452,7/20/15,WHAL,apis,Lotus corniculatus,4:52 PM,apis,
453,7/20/15,WHAL,apis,Lotus corniculatus,4:52 PM,apis,
454,7/20/15,WHAL,apis,Lotus corniculatus,4:52 PM,apis,
455,7/20/15,WHAL,small bombus ,Cornelia varia,4:52 PM,bombus,
456,7/20/15,WHAL,small bombus ,Cornelia varia,4:52 PM,bombus,
457,7/20/15,WHAL,small bombus ,Cornelia varia,4:52 PM,bombus,
458,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,apis,
459,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,apis,
460,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,apis,
461,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,apis,
462,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,apis,
463,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,apis,
464,7/20/15,WHAL,small bombus,Melilotus albus,4:52 PM,bombus,
465,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
466,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
467,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
468,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
469,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
470,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
471,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
472,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
473,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
474,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
475,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
476,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
477,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
478,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
479,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
480,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
481,7/20/15,WHAL,apis,Melilotus albus,4:52 PM,apis,
482,7/22/15,SAND,small bombus,Vicia cracca,1:05 PM,bombus,
483,7/22/15,SAND,small bombus,Vicia cracca,1:05 PM,bombus,
484,7/22/15,SAND,small bombus,Vicia cracca,1:05 PM,bombus,
485,7/22/15,SAND,small bombus,Trifolium pratense,1:05 PM,bombus,
486,7/22/15,SAND,small bombus,Trifolium pratense,1:05 PM,bombus,
487,7/22/15,SAND,apis,Trifolium repens ,1:05 PM,apis,
488,7/22/15,SAND,small bombus,in flight,1:05 PM,bombus,
489,7/22/15,SAND,small bombus,in flight,1:05 PM,bombus,
490,7/22/15,SAND,small bombus,in flight,1:05 PM,bombus,
491,7/15/15,MART,big bombus ,Vicia cracca,4:23 PM,bombus,
492,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
493,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
494,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
495,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
496,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
497,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
498,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
499,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
500,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
501,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
502,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
503,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
504,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
505,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
506,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
507,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
508,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
509,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
510,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
511,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
512,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
513,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
514,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
515,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
516,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
517,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
518,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
519,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
520,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
521,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
522,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
523,7/15/15,MART,apis,Vicia cracca,4:23 PM,apis,
524,7/15/15,MART,small black,Vicia cracca,4:23 PM,OTHER,
525,7/15/15,MART,small black,Vicia cracca,4:23 PM,OTHER,
526,7/15/15,MART,small black,Vicia cracca,4:23 PM,OTHER,
527,7/15/15,MART,small black,Vicia cracca,4:23 PM,OTHER,
528,7/15/15,MART,small black,Vicia cracca,4:23 PM,OTHER,
529,7/15/15,MART,small black,Vicia cracca,4:23 PM,OTHER,
530,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
531,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
532,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
533,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
534,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
535,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
536,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
537,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
538,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
539,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
540,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
541,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
542,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
543,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
544,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
545,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,apis,
546,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
547,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
548,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
549,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
550,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
551,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
552,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
553,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
554,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
555,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
556,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
557,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,apis,
558,7/15/15,MART,apis,Verbana hastata,4:23 PM,apis,
559,7/15/15,MART,big orange bombus,Trifolium pratense,4:23 PM,bombus,
560,7/15/15,MART,apis,Hypericum perforatum,4:23 PM,apis,
561,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
562,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
563,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
564,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
565,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
566,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
567,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
568,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
569,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
570,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
571,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
572,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
573,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
574,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
575,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
576,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
577,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
578,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
579,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
580,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
581,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
582,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
583,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,bombus,
584,7/10/15,FLAN,apis,Cornelia varia,2:40 PM,apis,
585,7/10/15,FLAN,apis,Cornelia varia,2:40 PM,apis,
586,7/10/15,FLAN,small bombus,in flight,2:40 PM,bombus,
587,7/10/15,FLAN,small bombus,in flight,2:40 PM,bombus,
588,7/16/15,COL,apis,Asclepias syriaca,2:00 PM,apis,
589,7/16/15,COL,apis,Asclepias syriaca,2:00 PM,apis,
590,7/16/15,COL,big bombus ,Vicia cracca,2:00 PM,bombus,
591,7/16/15,COL,big bombus ,Vicia cracca,2:00 PM,bombus,
592,7/16/15,COL,big bombus ,in flight,2:00 PM,bombus,
593,7/16/15,COL,big bombus ,in flight,2:00 PM,bombus,
594,7/16/15,COL,big bombus ,in flight,2:00 PM,bombus,
595,7/16/15,COL,big bombus ,in flight,2:00 PM,bombus,
596,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,bombus,
597,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,bombus,
598,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,bombus,
599,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,bombus,
600,7/10/15,ONEIL,big bombus ,Hypericum perforatum,12:00 PM,bombus,
601,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
602,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
603,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
604,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
605,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
606,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
607,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
608,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
609,7/10/15,ONEIL,small bombus,Hypericum perforatum,12:00 PM,bombus,
610,7/10/15,ONEIL,apis,Hypericum perforatum,12:00 PM,apis,
611,7/10/15,ONEIL,small black,Hypericum perforatum,12:00 PM,OTHER,
612,7/10/15,ONEIL,small black,Hypericum perforatum,12:00 PM,OTHER,
613,7/10/15,ONEIL,small black,Hypericum perforatum,12:00 PM,OTHER,
614,7/10/15,ONEIL,small black,Hypericum perforatum,12:00 PM,OTHER,
615,7/10/15,ONEIL,small bombus ,Lotus corniculatus,12:00 PM,bombus,
616,7/10/15,ONEIL,apis,Lotus corniculatus,12:00 PM,apis,
617,7/10/15,ONEIL,apis,Lotus corniculatus,12:00 PM,apis,
618,7/10/15,ONEIL,apis,Lotus corniculatus,12:00 PM,apis,
619,7/10/15,ONEIL,apis,Lotus corniculatus,12:00 PM,apis,
620,7/7/15,PATON,big bombus ,Cornelia varia,12:49 PM,bombus,Overcast/Hot
621,7/7/15,PAT,apis,Cornelia varia,12:49 PM,apis,Overcast/Hot
622,7/7/15,PAT,apis,Cornelia varia,12:49 PM,apis,Overcast/Hot
623,7/7/15,PAT,apis,Cornelia varia,12:49 PM,apis,Overcast/Hot
624,7/7/15,PAT,apis,Cornelia varia,12:49 PM,apis,Overcast/Hot
625,7/7/15,PAT,big black,Cornelia varia,12:49 PM,OTHER,Overcast/Hot
626,7/7/15,PAT,small black,Cornelia varia,12:49 PM,OTHER,Overcast/Hot
627,7/7/15,PAT,big black,Lotus corniculatus,12:49 PM,OTHER,Overcast/Hot
628,7/7/15,PAT,small black,Lotus corniculatus,12:49 PM,OTHER,Overcast/Hot
629,6/18/15,BOSTNEAR,big bombus ,Vicia cracca,1:00 PM,bombus,
630,6/18/15,BOSTNEAR,big bombus ,Vicia cracca,1:00 PM,bombus,
631,6/18/15,BOSTNEAR,small bombus,Vicia cracca,1:00 PM,bombus,
632,6/18/15,BOSTNEAR,apis,Vicia cracca,1:00 PM,apis,
633,6/18/15,BOSTNEAR,apis,Vicia cracca,1:00 PM,apis,
634,6/18/15,BOSTNEAR,small bombus,Trifolium pratense,1:00 PM,bombus,
635,6/18/15,BOSTNEAR,big bombus ,in flight,1:00 PM,bombus,
636,6/24/15,BOSTFAR,big bombus ,Trifolium repens ,3:05 PM,bombus,
637,6/24/15,BOSTFAR,small bombus,Trifolium repens ,3:05 PM,bombus,
638,6/24/15,BOSTFAR,small bombus,Trifolium repens ,3:05 PM,bombus,
639,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
640,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
641,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
642,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
643,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
644,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
645,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
646,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,bombus,
647,6/24/15,BOSTFAR,small bombus,Vicia cracca,3:05 PM,bombus,
648,6/24/15,BOSTFAR,small orange bombus,Vicia cracca,3:05 PM,bombus,
649,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,apis,
650,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,apis,
651,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,apis,
652,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,apis,
653,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,apis,
654,6/24/15,BOSTFAR,small bombus ,in flight,3:05 PM,bombus,
655,6/24/15,BOSTMID,apis,White Matter,11:00 AM,apis,
656,6/24/15,BOSTMID,apis,Lotus corniculatus,11:00 AM,apis,
657,6/24/15,BOSTMID,big bombus ,Vicia cracca,11:00 AM,bombus,
658,6/24/15,BOSTMID,small bombus,Vicia cracca,11:00 AM,bombus,
659,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
660,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
661,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
662,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
663,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
664,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
665,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
666,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
667,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
668,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
669,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
670,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
671,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
672,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
673,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
674,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
675,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
676,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
677,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
678,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
679,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
680,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
681,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
682,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,apis,
683,6/24/15,BOSTMID,small bombus,Trifolium pratense,11:00 AM,bombus,
684,6/24/15,BOSTMID,apis,Asclepias syriaca,11:00 AM,apis,
685,6/24/15,BOSTMID,green,Daisy ,11:00 AM,OTHER,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
