,site,target_name,sample_name,Ct_mean,Ct_sd,quantity_mean,quantity_sd,run,Date_collected,ID,species,host_plant,date_processed,pollen,dil.factor,apiary_near_far,genome_copbee,ACT_genome_copbee,norm_genome_copbee,norm_genome_copbeeHB,Ct_mean_hb,HBCollected,virusBINY_PreFilter,virusBINY,HB_Abun,HBSiteBin,ShannonDIV,SimpsonDIV,FisherDIV,Density,Name,Migratory,City,SBPV_PA,SBPV_CPB,ABPV_PA,ABPV_CPB,IAPV_PA,IAPV_CPB,DWV_PA,DWV_CPB,LSV.2_PA,LSV.2_CPB,CBPV_PA,CBPV_CPB,KBV_PA,KBV_CPB,VarroaTHR_PA,Varroa100,NosemaPA,NosemaCount,Apiary_name,lat,long,elevation,town,apiaryNotes,apiary,siteNotes,sumApiaries,sumColonies
11,BOST-NEAR,DWV,205,36.354,3.318,1.151,1.478,50,7/22/15,BOSTN45,Vagans,Vicia cracca,2/22/16,0,3.7925,1,4365.1675,1051983561,0,1407310274,17.375,1,1,0,0.285714286,High,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
30,BOST-NEAR,IAPV,205,35.288,NA,2.573,NA,50,7/22/15,BOSTN45,Vagans,Vicia cracca,2/22/16,0,3.7925,1,9758.1025,1051983561,0,0,NA,1,1,0,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
64,BOST-NEAR,BQCV,206,28.661,0.01,61.026,0.414,50,6/18/15,BOSTN20,Vagans,Vicia cracca,2/22/16,0,3.635,1,221829.51,79244690.28,3933676.005,366994726.8,19.549,1,1,1,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
6,BOST-NEAR,DWV,206,NA,NA,NA,NA,50,6/18/15,BOSTN20,Vagans,Vicia cracca,2/22/16,0,3.635,1,0,79244690.28,0,1407310274,17.375,1,0,0,0.285714286,High,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
34,BOST-NEAR,IAPV,206,NA,NA,NA,NA,50,6/18/15,BOSTN20,Vagans,Vicia cracca,2/22/16,0,3.635,1,0,79244690.28,0,0,NA,1,0,0,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
21,BOST-NEAR,BQCV,208,30.759,0.455,15.348,4.599,50,7/22/15,BOSTN44,Vagans,spotted knap weed,2/22/16,0,10.408,1,159741.984,3494763477,64231.89348,366994726.8,19.549,1,1,1,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
55,BOST-NEAR,DWV,208,34.422,0.856,1.81,0.954,50,7/22/15,BOSTN44,Vagans,spotted knap weed,2/22/16,0,10.408,1,18838.48,3494763477,0,1407310274,17.375,1,1,0,0.285714286,High,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
40,BOST-NEAR,IAPV,208,35.257,NA,2.626,NA,50,7/22/15,BOSTN44,Vagans,spotted knap weed,2/22/16,0,10.408,1,27331.408,3494763477,0,0,NA,1,1,0,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
18,BOST-NEAR,BQCV,209,27.684,0.045,117.396,3.56,50,6/25/15,BOSTN22,Vagans,Trifolium pratense,2/22/16,1,8.6835,1,1019408.166,2909725359,492317.8112,366994726.8,19.549,1,1,1,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
59,BOST-NEAR,DWV,209,NA,NA,NA,NA,50,6/25/15,BOSTN22,Vagans,Trifolium pratense,2/22/16,1,8.6835,1,0,2909725359,0,1407310274,17.375,1,0,0,0.285714286,High,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
38,BOST-NEAR,IAPV,209,NA,NA,NA,NA,50,6/25/15,BOSTN22,Vagans,Trifolium pratense,2/22/16,1,8.6835,1,0,2909725359,0,0,NA,1,0,0,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
10,BOST-NEAR,BQCV,210,25.422,0.062,533.177,22.261,50,6/25/15,BOSTN25,Vagans,Trifolium pratense,2/22/16,1,8.717,1,4647703.909,2456078210,2659167.533,366994726.8,19.549,1,1,1,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
2,BOST-NEAR,DWV,210,NA,NA,NA,NA,50,6/25/15,BOSTN25,Vagans,Trifolium pratense,2/22/16,1,8.717,1,0,2456078210,0,1407310274,17.375,1,0,0,0.285714286,High,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
62,BOST-NEAR,IAPV,210,NA,NA,NA,NA,50,6/25/15,BOSTN25,Vagans,Trifolium pratense,2/22/16,1,8.717,1,0,2456078210,0,0,NA,1,0,0,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
35,BOST-NEAR,BQCV,211,28.273,0.356,80.23,18.943,50,6/18/15,BOSTN13,Vagans,Vicia cracca,2/22/16,1,8.0985,1,649742.655,1693311316,539205.1197,366994726.8,19.549,1,1,1,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
43,BOST-NEAR,DWV,211,34.8,NA,1.315,NA,50,6/18/15,BOSTN13,Vagans,Vicia cracca,2/22/16,1,8.0985,1,10649.5275,1693311316,0,1407310274,17.375,1,1,0,0.285714286,High,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
60,BOST-NEAR,IAPV,211,37.159,3.225,1.763,2.241,50,6/18/15,BOSTN13,Vagans,Vicia cracca,2/22/16,1,8.0985,1,14277.6555,1693311316,0,0,NA,1,1,0,0.285714286,NA,1.618767143,0.741409554,1.852016667,40.8,Mraz,0,Middlebury,0,0,0,0,0,0,1,2.85E+11,1,3.94E+09,1,415000,0,0,1,2.82,0,5,Bostwick,44.369755,-73.242064,55,Shelburne,Chas,Y, ,9,45
70,CIND,BQCV,343,19.765,0.034,23443.46,526.281,63,7/29/15,CIND29,Bimaculatus,Trifolium repens,5/2/16,1,9.501,0,222736313.5,1673668702,187012644.5,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
74,CIND,DWV,343,31.081,0.095,6.992,9.888,63,7/29/15,CIND29,Bimaculatus,Trifolium repens,5/2/16,1,9.501,0,66430.992,1673668702,55776.42593,957620549.7,15.138,1,1,1,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
88,CIND,IAPV,343,NA,NA,NA,NA,63,7/29/15,CIND29,Bimaculatus,Trifolium repens,5/2/16,1,9.501,0,0,1673668702,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
76,CIND,BQCV,344,25.863,0.065,396.998,17.21,63,7/28/15,CIND6,Bimaculatus,Trifolium repens,5/2/16,0,10.359,0,4112502.282,1659167156,3483096.035,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
66,CIND,DWV,344,33.631,0.769,0.985,1.393,63,7/28/15,CIND6,Bimaculatus,Trifolium repens,5/2/16,0,10.359,0,10203.615,1659167156,0,957620549.7,15.138,1,1,0,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
83,CIND,IAPV,344,NA,NA,NA,NA,63,7/28/15,CIND6,Bimaculatus,Trifolium repens,5/2/16,0,10.359,0,0,1659167156,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
84,CIND,BQCV,348,22.559,0.045,3616.945,108.904,64,7/28/15,CIND8,Bimaculatus,Trifolium repens,5/2/16,1,13.426,0,48561103.57,3555310060,19193779.66,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
67,CIND,DWV,348,30.984,0.006,15.552,0.06,64,7/28/15,CIND8,Bimaculatus,Trifolium repens,5/2/16,1,13.426,0,208801.152,3555310060,82528.67029,957620549.7,15.138,1,1,1,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
96,CIND,IAPV,348,NA,NA,NA,NA,64,7/28/15,CIND8,Bimaculatus,Trifolium repens,5/2/16,1,13.426,0,0,3555310060,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
87,CIND,BQCV,351,22.98,0.048,2729.767,87.176,64,7/28/15,CIND3,Bimaculatus,Trifolium repens,5/2/16,1,6.244,0,17044665.15,1901879067,12593748.45,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
75,CIND,DWV,351,NA,NA,NA,NA,64,7/28/15,CIND3,Bimaculatus,Trifolium repens,5/2/16,1,6.244,0,0,1901879067,0,957620549.7,15.138,1,0,0,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
89,CIND,IAPV,351,NA,NA,NA,NA,64,7/28/15,CIND3,Bimaculatus,Trifolium repens,5/2/16,1,6.244,0,0,1901879067,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
79,CIND,BQCV,353,25.489,0.106,510.147,36.006,64,7/29/15,CIND36,Bimaculatus,Trifolium repens,5/2/16,1,11.4835,0,5858273.075,2615780186,3147152.624,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
65,CIND,DWV,353,36.515,NA,0.433,NA,64,7/29/15,CIND36,Bimaculatus,Trifolium repens,5/2/16,1,11.4835,0,4972.3555,2615780186,0,957620549.7,15.138,1,1,0,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
69,CIND,IAPV,353,NA,NA,NA,NA,64,7/29/15,CIND36,Bimaculatus,Trifolium repens,5/2/16,1,11.4835,0,0,2615780186,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
97,CIND,BQCV,358,25.599,0.128,474.142,40.531,65,7/29/15,CIND39,Bimaculatus,Trifolium repens,5/4/16,0,8.52,0,4039689.84,1957172822,2900469.377,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
71,CIND,DWV,358,30.445,0.039,22.05,0.562,65,7/29/15,CIND39,Bimaculatus,Trifolium repens,5/4/16,0,8.52,0,187866,1957172822,134886.4892,957620549.7,15.138,1,1,1,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
94,CIND,IAPV,358,NA,NA,NA,NA,65,7/29/15,CIND39,Bimaculatus,Trifolium repens,5/4/16,0,8.52,0,0,1957172822,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
73,CIND,BQCV,362,23.45,0.003,1993.154,4.427,65,7/29/15,CIND37,Bimaculatus,Trifolium repens,5/4/16,1,6.6745,0,13303306.37,1057515723,17677555.07,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
77,CIND,DWV,362,30.818,0.24,17.416,2.694,65,7/29/15,CIND37,Bimaculatus,Trifolium repens,5/4/16,1,6.6745,0,116243.092,1057515723,154464.8829,957620549.7,15.138,1,1,1,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
98,CIND,IAPV,362,34.172,NA,5.277,NA,65,7/29/15,CIND37,Bimaculatus,Trifolium repens,5/4/16,1,6.6745,0,35221.3365,1057515723,0,0,NA,1,1,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
85,CIND,BQCV,363,24.645,0.114,897.162,68.395,65,7/29/15,CIND38,Bimaculatus,Trifolium repens,5/4/16,1,5.6595,0,5077488.339,820017858.7,8701118.092,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
81,CIND,DWV,363,NA,NA,NA,NA,65,7/29/15,CIND38,Bimaculatus,Trifolium repens,5/4/16,1,5.6595,0,0,820017858.7,0,957620549.7,15.138,1,0,0,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
82,CIND,IAPV,363,NA,NA,NA,NA,65,7/29/15,CIND38,Bimaculatus,Trifolium repens,5/4/16,1,5.6595,0,0,820017858.7,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
68,CIND,BQCV,366,24.545,0.064,958.692,41.054,65,7/29/15,CIND28,Bimaculatus,Trifolium repens,5/4/16,0,5.9915,0,5744003.118,889008584.5,9079420.941,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
86,CIND,DWV,366,34.225,NA,1.908,NA,65,7/29/15,CIND28,Bimaculatus,Trifolium repens,5/4/16,0,5.9915,0,11431.782,889008584.5,0,957620549.7,15.138,1,1,0,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
92,CIND,IAPV,366,NA,NA,NA,NA,65,7/29/15,CIND28,Bimaculatus,Trifolium repens,5/4/16,0,5.9915,0,0,889008584.5,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
80,CIND,BQCV,368,23.243,0.026,2289.592,40.166,71,7/29/15,CIND27,Bimaculatus,Trifolium repens,5/4/16,0,5.7625,0,13193773.9,892823194.8,20766007.76,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
93,CIND,DWV,368,32.621,0.567,5.571,2.002,71,7/29/15,CIND27,Bimaculatus,Trifolium repens,5/4/16,0,5.7625,0,32102.8875,892823194.8,50527.53034,957620549.7,15.138,1,1,1,0.032258065,High,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
95,CIND,IAPV,368,NA,NA,NA,NA,71,7/29/15,CIND27,Bimaculatus,Trifolium repens,5/4/16,0,5.7625,0,0,892823194.8,0,0,NA,1,0,0,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,Morristown,sans hb,N,white clover field along interstate,1,1
164,CLERK,BQCV,304,NA,NA,NA,NA,59,7/28/15,CLERK11,Bimaculatus,Trifolium pratense,4/20/16,1,2.3315,0,0,65318674.5,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
125,CLERK,DWV,304,NA,NA,NA,NA,59,7/28/15,CLERK11,Bimaculatus,Trifolium pratense,4/20/16,1,2.3315,0,0,65318674.5,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
151,CLERK,IAPV,304,NA,NA,NA,NA,59,7/28/15,CLERK11,Bimaculatus,Trifolium pratense,4/20/16,1,2.3315,0,0,65318674.5,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
166,CLERK,BQCV,313,30.799,0.224,14.683,2.194,60,7/28/15,CLERK12,Bimaculatus,Trifolium pratense,4/20/16,0,13.1725,0,193411.8175,4291844191,63326.93923,NA,NA,NA,1,1,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
116,CLERK,DWV,313,NA,NA,NA,NA,60,7/28/15,CLERK12,Bimaculatus,Trifolium pratense,4/20/16,0,13.1725,0,0,4291844191,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
142,CLERK,IAPV,313,NA,NA,NA,NA,60,7/28/15,CLERK12,Bimaculatus,Trifolium pratense,4/20/16,0,13.1725,0,0,4291844191,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
135,CLERK,BQCV,316,35.825,NA,0.506,NA,60,7/29/15,CLERK23,Bimaculatus,Trifolium pratense,4/25/16,1,6.555,0,3316.83,758773828.4,0,NA,NA,NA,1,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
158,CLERK,DWV,316,NA,NA,NA,NA,60,7/29/15,CLERK23,Bimaculatus,Trifolium pratense,4/25/16,1,6.555,0,0,758773828.4,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
114,CLERK,IAPV,316,NA,NA,NA,NA,60,7/29/15,CLERK23,Bimaculatus,Trifolium pratense,4/25/16,1,6.555,0,0,758773828.4,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
112,CLERK,BQCV,321,29.309,0.612,41.246,16.419,60,7/29/15,CLERK18,Bimaculatus,Trifolium pratense,4/25/16,1,7.6955,0,317408.593,2343061967,190363.7907,NA,NA,NA,1,1,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
105,CLERK,DWV,321,NA,NA,NA,NA,60,7/29/15,CLERK18,Bimaculatus,Trifolium pratense,4/25/16,1,7.6955,0,0,2343061967,0,NA,NA,NA,0,0,0.114285714,NA,0.594880254,0.404996713,0.292402933,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.807917,-72.447151,300,Lowell,sans hb,N,"near Clerk's office in Lowell, Red clover field mowed",0,0
