LocationName,ColonyCount,Address1,city,lat,long
1,1,970 Upper Road,Plainfield,44.258064,-72.426934
Home Yard,2,184 Echo Ledge Road,Woodstock,43.594058,-72.610635
1,2,667 Willow Brook Lane,St. George,44.384901,-73.11035
Unity,3,200 Higbee Road,Charlotte,44.292059,-73.238102
Toni,4,5283 Dorset Street,Shelburne,44.393768,-73.175232
Amy,2,37 Crowley Street,Burlington,44.487514,-73.222746
Homeyard,2,same,Williston,NA,NA
1,8,128 Intervale Road,Burlington,44.496015,-73.207033
1,2,460 Mt. Pritchard Lane,Saint George,44.369644,-73.101418
1,1,7 Linderwood Drive,South Burlington,44.443857,-73.208067
Zelma's Farm of Taste & See,2,30 Woodward Lane,East Corinth,44.060904,-72.18919
2,2,unknown,Dummerston,NA,NA
Unknown,1,219 Old Country Road,Peacham,44.558803,-72.577841
1,4,unknown,Rutland City,NA,NA
1,3,2794 VT Rte 5A,Sutton,44.675871,-71.995412
Bristol Town,0,7429 VT Rte 17 W,Addison,44.134267,-73.090451
Springfield Town,8,20 Fox Chair Mountain Road,Springfield,43.250193,-72.535856
2,5,West Sandgate Road,Sandgate,43.162415,-73.24055
281 Explanade,1,281 Explanade,Richmond,44.403889,-73.000725
1,1,2409 East Hill Road,Andover,43.296249,-72.703355
Home Yard,4,42 Spafford Road,Fairfax,NA,NA
2,1,5447 Route 9,Woodford,42.882481,-73.084206
Home Yard,1,61 Walnut Street,Burlington,44.48892,-73.213215
Home Yard,8,1148 Kibbee Road,Brookfield,43.987682,-72.5709
267 Old Post Rd,3,267 Old Post Road,Brookfield,44.019032,-72.598788
Fugaro,10,488 East Munger Street,Middlebury,44.041846,-73.10645
NA,2,7261 Ethan Allen Highway,New Haven,44.143444,-73.205391
Home Yard,1,630 Crowhill,St Johnsbury,44.414536,-72.044441
Andersen Farm,15,3818 Monument Hill Road,Castleton,43.65609,-73.134184
Lincoln Yard,15,590 Old Town Farm Road,West Rutland,43.604786,-73.038837
Bristol Town,12,134 Church Road,Bristol,44.205071,-73.105039
Hanna,3,4088 West Shore Road,Isle La Motte,44.844116,-73.36174
Luce,3,unknown,Isle La Motte,NA,NA
Noble,3,2032 Main St.,Isle La Motte,44.880894,-73.336474
1,1,12 Moose Run,Underhill Center,44.507551,-72.899569
Northfield Town,5,1677 Hallstrom Road,Northfield,44.158641,-72.726452
NA,1,16 Crowley Street,Burlington,44.487198,-73.223748
9,8,2280-2666 Hemenway Road,Bridport,43.98347,-73.28894
2,1,East Road,MIlton,44.616442,-73.100383
3,1,Gardener Road,Milton,44.583651,-73.126862
4,1,Manly Road,Westford,44.598335,-72.9977
5,2,198 Everseat Road,Milton,44.663571,-73.177878
GMC,16,436 Granville St.,Poultney,43.515312,-73.241745
1,1,19 Dorrance St.,Windsor,43.475388,-72.403389
4,1,unknown,West Windsor,NA,NA
5,3,90 Turner Place,Ascutney,43.409995,-72.405194
1,1,410 Bonanza Park,Colchester,44.533757,-73.244829
Litt,2,unknown,NA,43.069246,-72.557868
Home Yard,2,109 West Cobble Hill Road,Barre,44.186306,-72.476051
Johnson Town,2,72 W. Lower Main St. Apt 52,Johnson,44.635952,-72.68054
4,1,86 Blue Spruce Lane,Lyndonville,44.543496,-72.030745
0,0,240 Bills Road,Wardsboro,43.036964,-72.814163
2,5,362 Quarterline Road,Rutland,43.591002,-73.004173
Home Yard,1,143 North Prospect Street,Burlington,44.484744,-73.20174
NA,4,522 Chet Clark Road,West Pawlet,43.32317,-73.217878
Home Yard,5,2349 Mt Philo Road,Charlotte,44.321743,-73.222031
home,1,57 Oak Lane,Jamaica,43.100685,-72.78907
5,68,53 Truck Route,Alburgh,44.953501,-73.281837
Arlington Town,9,2590 West Road,Sandgate,43.182538,-73.070581
Arlington,5,2589 West Road,Sandgate,43.180231,-73.212881
Arlington Town,1,3309 Route 7A,Arlington,43.066377,-73.157046
Home Yard,1,58 Green St Apt 2,Burlington,NA,NA
NA,4,84 Cemetery Lane,Ferrisburgh,44.195855,-73.361042
NA,6,506 Hickory Place,Hinesburg,44.352914,-73.130187
2,1,345 Bridge Street,Waitsfield Town,44.186409,-72.819778
1,2,426 Stonefence Road,Richmond,44.371075,-72.955772
1,3,27 Bascom Road,Orwell,43.790745,-73.329483
4,3,577 Fay Lane,Essex,44.46806,-73.056926
5,3,33 Plains Road,Jericho,44.499325,-72.99813
6,3,182 River Road,Williston,44.478226,-73.059067
Longmeadow,32,unknown,Grand Isle,44.71642,-73.28698
South End,32,unknown,North Hero,44.78532,-73.3151
Pond,32,NA,North Hero,44.85611,-73.2593
Griswald,32,39 Griswold Road,Grand Isle,44.73753,-73.2997
North Hero,32,2773 Lakeview Drive,North Hero,44.8945,-73.24305
Wheeler,32,178 Highway 129,Alburgh,44.89533,-73.29722
Hunter,32,NA,Alburg,44.99772,-73.3175
Swanton Town,32,3 Champlain Street,NA,44.937125,-73.218596
Fournier,32,40 Campbell Bay Road,NA,44.97631,-73.17762
Young,32,321A North River Street,NA,44.94034,-73.147
Frens,32,200 Middle Road,NA,44.90316,-73.14696
Boucher,32,2124 Gore Road,Highgate,44.96181,-73.01687
Vallaincourt,32,64 Gilman Road,Sheldon,44.91297,-72.86178
Lussier,32,39-159 Dairy Center Lane,Enosburg,44.92786,-72.74816
Dodd,32,Unnamed Road,Sheldon,44.918474,-72.897044
Carmi,32,unknown,Franklin,NA,NA
Bathalon,23,264 Highway 100,Troy,44.89357,-72.4136
Sawmill,32,NA,NA,44.96643,-72.79028
Duhammel,32,133 Breton Drive,Highgate,44.94569,-73.01093
Fiske,32,2674 Browns Corner Road,NA,44.96906,-72.97698
Parent,32,NA,NA,44.9741,-73.10208
2,1,unknown,Dorset,NA,NA
2,3,unknown,Norwich,NA,NA
Home,1,1311 Church Hill Road,Charlotte,44.32416,-73.236886
Spring Mist Farm,3,72 Coreys Dr,Moretown,44.279838,-72.724594
Cherry Hill,4,409 Highland Road,Springfield,43.313824,-72.467278
Home Yard,3,2600 Creamery Road,Guilford,42.816395,-72.593025
Orwell Yard,1,244 Royce Hill Road,Orwell,43.848019,-73.252995
P's Bees,4,84 Cemetery Lane,Vergennes,44.195855,-73.361042
Home Yard,3,3249 Chase Road,Berlin,NA,NA
MAC,70,Carter Street,Benson,43.68485,-73.37363
2,1,550 West Shore,South Hero,44.671146,-73.346397
356 Main St,4,356 Main St,Proctorsville,NA,NA
Home Yard,3,96 Boles Road,South Royalton,43.848416,-72.524609
Home Yard,4,234 Pine Street,Burlington,44.47273,-73.21509
Home,1,3385 Roxbury Road,Roxbury,44.068985,-72.745285
2,2,1535 Hollow Road,Brandon,43.818419,-73.120349
3,2,152 Royce Hill Road,Orwell,43.840672,-73.267776
1,0,PO Box 31,Williamstown,44.113405,-72.513809
2,0,Scott Hill Road,Berlin,44.206918,-72.577896
3,0,Airport Road,Berlin,44.198497,-72.558672
4,2,266 Hwy 15,Jericho,44.503339,-73.001354
Home Yard,2,896 Route 132,Thetford Center,43.807484,-72.270775
Burelli,6,567 Muzzy Road,Berlin,44.210999,-72.640182
A,1,1 Mill Road,North Springfield,43.332409,-72.518524
B,1,2155 Rt 11,Chester,43.283137,-72.565479
Home Yard,2,4377 Silver St.,HInesburg,44.266034,-73.116868
David WHite,2,18 Central St.,Randolph,43.928436,-72.662148
Home Yard,2,378 Patoine Place,Walden,NA,NA
Home Yard,4,5775 Georgia Shore Road,Georgia,44.777279,-73.145737
Dr Collins,0,194 Fairwood Parkway,Morristown,44.558803,-72.577841
NA,30,636 Bostwick Farm Road,Shelburne,44.372654,-73.248844
NA,36,1914-2688 Mount Philo Road,Charlotte,44.329348,-73.220952
Linn Lang,12,unknown,Colchester,NA,NA
Home Yard,2,1835 Rte 116,Starksboro,NA,NA
NA,5,1089 River Road,New Haven,44.061199,-73.148903
1,2,211 Sweetwater Dr.,White River Junction,43.678802,-72.345428
Bennington Town,7,5 Jennings Dr.,Bennington,42.883423,-73.222931
1,2,1037 Kelly Hill,Pawlet,43.375252,-73.126976
2,2,20 US Rte 2,Hartland,43.518946,-72.4023
2141 Intervale Road,2,750 Pine Street,Burlington,NA,NA
1,1,446 Missing Link Road,Rockingham,43.201633,-72.451744
Home Yard,3,2753 Rt 22A,Underhill,NA,NA
Fortin,25,NA,NA,44.983128,-73.081351
Berthiaume 1,25,247 Berthiaume Road,Fairfax,44.7371,-73.016905
Yandow,25,NA,NA,44.849707,-73.144863
Berthiaume 2,20,NA,NA,44.749317,-73.004547
Rainville,30,NA,NA,44.945264,-73.029024
Cimeron,500,2929 Lower Newton Street,Saint Albans City,44.844848,-73.121604
Gates,50,198 Beaver Meadow Road,Franklin,44.968974,-72.95226
1,3,187 Tinmouth Pond Road,Wallingford,43.400084,-73.038987
Fire Yard,1,80 Mountain Road,Montgomery Center,44.878403,-72.607231
Minister Hill Orchard,16,857 Middle Road,Franklin,NA,NA
Same as home 911 address,15,488 Rt 14,East Bethel,NA,NA
2745  South Randolph Rd,7,2745 South Randolph Rd,South Randolph,NA,NA
Vermont Technical College,15,PO Box 500,Randolph Center,NA,NA
Across Rt 12 from 936 Rt 12,15,Across Rt 12 from 936 Rt 12,Randolph,NA,NA
2814 Rt 12,15,2814 Rt 12,Randolph,NA,NA
Home Yard,18,2455 Broad Brook Road,South Royalton,NA,NA
Home Yard,1,125 Old Brandon Road,Brandon,43.782985,-73.078555
Joe's,3,768 Camp Kiniya Road,Colchester,44.602818,-73.213432
Mike's,7,9 Old Farmer Road,South Hero,44.639607,-73.269563
Karl,2,229 South Street,South Hero,44.617561,-73.302147
Thom,1,10 Tracy Road,South Hero,44.645008,-73.313683
Wayne,5,153 East Shore North,Grand Isle,44.744068,-73.26207
Sloan's,12,117 Adams School Road,Grand Isle,44.726572,-73.323383
Trevor,4,46 Poor Farm Road,Alburgh,44.885779,-73.277777
Sonny,12,1363 Route 2,North Hero,44.78519,-73.293196
POW,1,Reynolds Road and Griswol Road Corner,Grand Isle,44.735743,-73.309175
1,6,2093 Symonds Mill Road,Wolcott,44.507721,-72.46582
Home Yard,1,same,Craftsbury,NA,NA
Newmont Farm Yard,6,Mallary Road,Bradford,43.951413,-72.114987
Home Yard,1,115 Grove Road,Shaftsbury,NA,NA
Home Yard,3,210 Bear Hill Road,Plymouth,43.531256,-72.746054
1,1,2519 Weeks Hill Road,Stowe,44.502334,-72.711284
1,1,2 Fields Lane,Jericho,44.452899,-72.966473
2,1,44 Waterman ST.,East Barre,44.155549,-72.453337
Braintree Colony,9,3090 Rte 12A,Braintree,43.951961,-72.718642
Bethel Colony,16,3090 Rte 12 A,Bethel,43.869703,-72.644607
Camp Endo,3,337 Ridge Road,Jamaica,43.06238,-72.50555
Home Yard,2,293 Lost Nation Road,Essex,NA,NA
3261 West Hill Road,4,same as mailing address,Wallingford,NA,NA
Old Stage Road,4,Old Stage Road,Williston,NA,NA
2,5,115 Windywood,Barre,44.198928,-72.475763
33 Willy's Lane,0,33 Willy's Lane,Milton,NA,NA
4145 Boston Post Road,2,4145 Boston Post Road,Enosburg Falls,NA,NA
1029 Codding Hollow Road,2,1029 Codding Hollow Road,Johnson,NA,NA
Church,1,4940 Waterbury Stowe Road,Waterbury,44.400193,-72.717591
3979 River Road,2,3979 River Road,New Haven,44.086994,-73.108833
4,3,2060 Townsend Road,Grafton,43.146217,-72.625267
Pitts Nuc Yard,115,Meadow Ln,New Haven,44.166323,-73.148631
1,2,965 Lake Road,MIlton,44.689048,-73.175729
same as physical,8,1428 Pepin Road,Brownington,44.825275,-72.108238
Chates,56,?,?,NA,NA
Hardwick Yard,5,101 W Church St,Hardwick,NA,NA
Haveson Yard,4,1014 Center Road,Hardwick,NA,NA
Young Yard,5,2141 Town Highway #8,Greensboro,NA,NA
1,2,1770 West Road,Panton,44.129888,-73.319369
1,1,120 Orchard Road,Middletown Springs,43.475833,-73.148643
2,2,1537 Finel Hollow Road,Poultney,43.550179,-73.182762
Home Yard,2,11 Julie Lane,Castleton,43.613956,-73.173601
Wheeler Farm,10,Rt 100,Wilmington,NA,NA
Walker Farm,10,Rt 5,Dummerston,NA,NA
Home yard,15,1097 Newfane Road,Wardsboro,43.011627,-72.76506
Allard Lumber,10,Ferry Road,Brattleboro,NA,NA
2,1,unknown,East Montpelier,44.289733,-72.495014
Mighty Food Farms,11,unknown,Pownal,42.792313,-73.226946
Unknown,16,unknown,Pownal,42.792313,-73.226946
Unknown,21,unknown,Pownal,42.792313,-73.226946
NA,9,49 Church St.,Waltham,44.163532,-73.236468
1,7,8 Route 36,Fairfield,44.787045,-73.032883
Home Yard,2,11 Vale Drive,South Burlington,44.432781,-73.18729
Home Yard,6,3209 Burton Hill Road,Barton,44.77153,-72.246346
Home Yard,5,2171 Kellogg Road,St Albans,NA,NA
Home Yard,1,1345 Crosset Hill Road,Duxbury,NA,NA
Home Yard,4,75 Forbes,Andover,NA,NA
1,4,1030 Boardman Hill,West Rutland,43.583836,-73.021561
home,12,803 Sheep Farm Rd,Weybridge,44.031249,-73.189726
Panton,2,unknown,panton,44.148789,-73.340988
South Ridge,3,2 Main Street,Middlebury,44.015337,-73.16734
Williston,2,unknown,Williston,44.445443,-73.099194
Richmond,2,unknown,Richmond,44.405313,-72.992413
Hartland,2,unknown,Hartland,43.540636,-72.398931
Home Yard,1,511 South Hill Road,Ludlow,43.379087,-72.692802
same,2,278 William Hill Road,Charlotte,NA,NA
Home Garden,2,245 Ten Stones Circle,Charlotte,44.348316,-73.26181
1,2,97 Brophy Lane,Londonderry,43.233586,-72.841266
starbuck,2,545 Starbuck Road,N Pomfret,43.717691,-72.466752
Ken Brown Yard 2,14,unknon,Charlotte,44.309848,-73.260993
SkidRowe,2,349 Shrine Road,Isle La Motte,44.89901,-73.335785
1,5,1274 South Road,Marlboro,42.849221,-72.725549
1,2,1329 John Fowler Road,Marshfield,44.279064,-72.390999
NA,4,1426 South Hill Rd,Moretown,44.228132,-72.753845
1,4,58 River Road,Underhill,44.521169,-72.938736
Home Yard,2,2836 Harbor Road,Shelburne,NA,NA
same as physical,2,same as mailing address,Monkton,NA,NA
Home Yard,3,same as mailing address,Northfield,NA,NA
Home Yard,4,same as mailing address,Westford,NA,NA
Home Yard,0,same as mailing address,Fairfax,NA,NA
same as physical,2,same as mailing address,Springfield,NA,NA
Home Yard,1,unknown,Readsboro,42.771876,-72.947043
Home Yard,1,516 Goodenough Rd,Brattleboro,NA,NA
NA,2,535 Mountain View Rd,Tinmouth,43.413346,-73.048447
Mike's place,1,same as mailing address,Waterbury Center,NA,NA
Geoffrey Ransom,3,875 Morrison Hill Road,Barnet,44.339318,-72.117742
Home Yard,1,unknown,Middlebury,44.558803,-72.577841
Elgin Springs,30,1016 Quarry Road,New Haven,44.148417,-73.170281
Foster Farm,15,unknown,Middlebury,44.015337,-73.16734
2,4,5 Cross Road,Ira,43.543068,-73.055649
Home Yard,1,448 W County Road,Calais,44.380424,-72.489983
Home Yard,2,2385 Eagle Peak Road,West Brookfield,44.050358,-72.654808
home yard,2,1440 East Warren Road,Waitsfield,NA,NA
Home Yard,1,20 Hubbard Park Drive,Montpelier,NA,NA
home yard,15,566 Ratta Road,Chazy,43.7832,-73.080342
1,2,96 Carpenter Road,Hyde Park,44.595135,-72.554085
1,2,27 Pleasant Street,Rockingham,43.142479,-72.506027
Home Yard,1,780 Shackett Road,Leicester,43.876972,-73.097778
Home Yard,2,901 Lake Road,Milton,44.683619,-73.1741
Home Yard,2,411 Shore Acres Drive,Colchester,44.544302,-73.226988
8,1,476 Everst Road,Milton,44.656185,-73.200596
1,1,35 Cedar St,Saint Albans,44.813768,-73.094596
Dustry Trail Homestead,1,2277 Leadville Road,Newport Center,44.990276,-72.2714
Village Farms and Gardens,4,136 Allen Road East,South Burlington,44.419969,-73.193245
1,1,uknown,Springfield,43.298408,-72.482312
2,2,unknown,Springfield,43.298408,-72.482312
1,1,954 Riverside Cemetery Road,Waterford,44.345383,-71.873257
Home Yard,2,1959 West Hill Road,Northfield,NA,NA
same as physical,1,71 Deer Run Lane,Montpelier,NA,NA
Home Yard,2,9679 County Road,Calais,NA,NA
Home Yard,1,575 Hunter Road,Johnson,NA,NA
Home Yard,2,43 Whitcomb Lane,Ludlow,43.454836,-72.686434
Susan Lynch,1,454 Paul's Way,Dorset,43.269698,-73.105028
2,5,676 Mountain Road,Bristol,44.247452,-73.099571
home yard,5,79 Rt 35,Athens,NA,NA
Home Yard,1,297 Old Piper Road,Baltimore,NA,NA
home yard,2,82 Longley Road,Moretown,NA,NA
UBS,2,1005 Hildene Road,Manchester,43.140954,-73.081002
1,1,168 Luge Run,East Dorset,43.247227,-72.993446
Terrier,1,3006 South St Ext,Middlebury,44.015337,-73.16734
home,1,52 Old Strong Road,Thetford Center,43.799428,-72.242943
Furniture yard,20,65 Plains Road,Salisbury,43.94115,-73.108816
NA,20,1177 Shard Villa Road,Sudbury,43.94115,-73.15696
NA,1,unknown,Morristown,43.178171,-72.586908
2,1,85 Curtis Road,Barre Town,44.216576,-72.436844
Fred Putnam Jr,0,179 Town Farm Road,Brandon,43.815117,-73.071419
Home Yard,7,4067 Weathersfield Center Road,Perkinsville,NA,NA
1,2,599 Town Line Road,Shaftsbury,42.934031,-73.200837
1,1,93 Woodchuck Hollow Road,Washington,44.106169,-72.429101
2,2,438 Gallison Hill Road,Montpelier,44.242737,-72.536118
Home yard,1,955 Middle Road,Colchester,44.56115,-73.152512
2,3,900 Dorset St,South Burlington,44.447538,-73.177712
Vincent Orchard,1,4813 Auger Hole Road,South Newfane,42.904861,-72.71743
1,1,375 Westford Milton Road,Westford,44.63582,-73.048577
2,3,1495 Basin Harbor Road,Ferrisburgh,44.179188,-73.308609
Home Yard,1,84 McKinstry Rd,Cabot,NA,NA
103 Chapman Rd,2,103 Chapman Road,Cavendish,NA,NA
Home Yard,1,14 Willow Drive,Barre,44.193439,-72.476135
Matthew Powers,1,3 Powers Road,Topsham,44.101509,-72.212888
Bzzz,3,131 Swamp Road,Richmond,44.373641,-73.061198
Home Yard,1,680 Guilford St.,Brattleboro,42.832296,-72.585778
same as physical,5,same as mailing address,Berkshire,NA,NA
Home Yard,1,1559 Latham Road,Thetford,NA,NA
2,4,558 Trailview Drive,Killington,43.613251,-72.776627
Awesome Sauce Apiary,1,702 Oak Knoll Road,Williston,44.431786,-73.106903
1,2,27 Bilodeau Parkway,Burlington,44.478073,-73.189815
same as physical,2,75 Route 10,North Springfield,NA,NA
Home Yard,2,88 MacIntosh Lane,Brattleboro,42.85919,-72.58639
home,1,1441 Cady Hill Road,Cambridge,44.621908,-72.89167
Home Yard,1,16 Orchard Lane,Springfield,NA,NA
Home Yard,2,same as mailing address,Bennington,NA,NA
same as physical,4,522 Middle St,Island Pond,NA,NA
3912 Hunting Road,1,3912 Huntington Road,Richmond,NA,NA
Home Yard,2,same as mailing address,Charlotte,NA,NA
same as physical,5,same as mailing address,St Johnsbury,NA,NA
Home Yard,2,9 Merritt Road,Hartland,NA,NA
147 Van Patten Pkwy,1,147 Van Patten,Burlington,NA,NA
Home Yar,2,2875 US Rt 2,East Montpelier,NA,NA
NA,1,804 County Hill Road,Barnet,44.380022,-72.044402
NA,2,245 Ten Stone Circle,Charlotte,NA,NA
185 Green Hill Road,2,185 Green Hill Road,Lowell,NA,NA
same as physical,8,194 Fairwood Parkway,Morristown,44.558803,-72.577841
1039 Pratt Road,28,same as location,Jeffersonville,NA,NA
Home Yard,1,319 Hague Road,Dummerston,NA,NA
Home Yard,4,same as mailing address,South Woodstock,NA,NA
Home Yard,2,same as mailing address,Woodbury,NA,NA
1213 North Williston Road,2,same as mailing address,Williston,NA,NA
Home Yard,1,same as home address,Charlotte,NA,NA
Home Yard,2,same as mailing address,Wilmington,NA,NA
Home Yard,2,same as mailing address,South Strafford,NA,NA
home,2,105 Turnpike Road,South Strafford,43.824759,-72.345435
1,1,864 Herring Brook Road,Montpelier,44.244587,-72.673874
Home Yard,1,368 Guilmette Road,Richford,44.975695,-72.653281
T Lavalette,2,2838 Monkton Road,Vergennes,44.181995,-73.188301
Longley Family Apiary,3,429 Hard Wood Hill Road,Richford,44.97887,-72.675064
same as physical,1,same as mailing address,Underhill,NA,NA
Home yard,3,same as mailing address,Arlington,NA,NA
same as mailing address,10,394 Timson Hill Rd,Newfane,NA,NA
29 Timson Hill Rd,2,29 Timson Hill Rd,Williamsville,NA,NA
382 County Road,5,same as location,Swanton,NA,NA
1,1,868 Winch Hill Road,Northfield,44.113148,-72.666847
UVM,4,University of Vermont,Burlington,NA,NA
1,3,399 Depot Street,Proctorsville,43.377688,-72.634819
Home Yard,4,456 Chandler Road,Chester,43.33202,-72.578094
2,6,4711 Waterbury-Stowe Road,Waterbury Center,44.379199,-72.721887
1,2,5084 S 116 Road,Bristol,44.062588,-73.093636
1,1,34 Orr Road,Jericho,44.508075,-72.958472
Home,3,1925 West Creek Road,Pittsford,43.715347,-73.060211
home,12,580 Long Swamp Road,Brandon,43.780708,-73.128151
NA,2,67 New South Farm Road,Hinesburg,44.326312,-73.101663
Home,2,284 Bolton Valley Access Road,Bolton,44.376053,-72.874825
Home Yard,1,5065 Rte 5,N Thetford,43.841156,-72.189278
New Winery,20,500 Vt Rt 129,Isle la Motte,44.896012,-73.332592
1,2,250 River Road,Newfane,42.980656,-72.643112
Stone Hill,12,271 Stokes Road,Weathersfield,43.344074,-72.480621
Blue Moon,1,295 Brigham Hill,Essex Junction,44.56944,-73.095358
2,4,unknown,Shelburne,44.910363,-71.843599
Home Yard,5,13 Brigham Road,St. Albans,44.812946,-73.107552
NA,1,118 Acorn Street,White River Junction,43.64318,-72.321756
1,6,340 Steele Road,Sharon,43.798431,-72.447662
Home yard,4,125 Snowden Lane,Moretown,44.267234,-72.718585
Toby Cottage,2,8493 VT Route 113,Thetford,43.893893,-72.258646
NA,5,66 Cherry Ln,Burlington,NA,NA
Home,2,109 Whipple Hollow Road,West Rutland,43.605855,-73.065589
NA,1,654 Cogswell Street,Graniteville,44.135514,-72.483521
Home Yard,4,3301 Route 100 S,Warren,44.101921,-72.859482
1,1,1286 Pratt Road,cambridge,44.619662,-72.846853
1,1,63 Appletree Point Lane,Burlington,44.506193,-73.261338
1,2,834 Rt 131,Cavendish,43.393799,-72.592926
1,1,294 Route 12,Hartland,43.660615,-72.571586
Humphrey,16,460 Humphrey Road,Pittsford,43.695324,-73.051804
West Creek,4,2847 West Creek Road,Pittsford,43.728313,-73.058693
Sugarhouse,2,234 Cape Lookoff Rd,Goshen,43.850848,-72.990298
1,2,775 Abe Jacobs Road,Corinth,44.01173,-72.275665
1,2,unknown,NA,44.632701,-73.18972
Back Field,2,30 Dahlbergh Road,Saint Johnsbury,44.40456,-72.015846
Farney,32,unknown,Newport,44.91906,-73.32085
NA,0,217 Champlain Street,Swanton,44.933525,-73.205364
Home Yard,1,2528 Kellogg Road,Saint Albans Town,44.844738,-73.10775
1,1,52 Greenhill Pkwy,Brattleboro,42.8525,-72.57678
1,1,440 Bayley-Hazen Road,Hardwick,44.48064,-72.291382
Home,4,486 Fairfield Road,Bakersfield,44.782231,-72.809358
Home Yard,2,140 Nancy Lane,Brookfield,44.119555,-73.201598
Harlows,7,6365 US 5,Westminster,43.101231,-72.44442
home,12,2 Canoe Road Ext.,Grand Isle,44.726189,-73.296519
Grennys,2,122 Adams School Road,Grand Isle,44.727889,-73.323586
1,4,97 Ray Forrest Road,Brandon,43.830955,-73.046627
1,38,525 Green Mountain Road,Richford,44.911072,-72.637779
2,38,3431 Tyler Branch Road,Enosburg Falls,44.865486,-72.767624
Wantastiquet,6,770 Rte 100,Weston,43.30139,-72.789645
Giles,6,unknown,Cambridge,NA,NA
Shao Shan Honey,2,359 Cranberry Meadow,Woodbury,44.430916,-72.459206
sugar house,4,0 Seymour Road,Westford,44.60655,-72.932056
100 acre Apiary,1,119 George Street,East Calais,44.343391,-72.460823
NA,2,237 Hawley Lane,Rutland,43.637036,-72.951618
Home Yard,2,1964 West Road,Ira,43.548842,-73.068698
Home Yard,1,479 Justin Morrill Hwy,Strafford,43.8937,-72.400632
Home Yard,2,same as mailing address,Shaftsbury,NA,NA
Black River Apiary & Honey,2,same as mailing address,Craftsbury,NA,NA
Home Yard,2,same as physical,Stowe,NA,NA
home yard,1,963 East Hill Road,Plainfield,44.268679,-72.400801
Home Yard,1,same as mailing address,Springfield,NA,NA
Home Yard,1,same as mailing address,Bethel,NA,NA
NA,2,20 Powell Road,Strafford,43.853524,-72.315999
NA,2,683 South Hill Rd,Moretown,44.238278,-72.749146
Home Yard,3,205 Happy Valley Road,Taftsville,NA,NA
same as mailing address,1,28 Notch Road,Middlesex,NA,NA
same as physical,2,210 Lawrence Drive,West Townshend,NA,NA
Home Yard,1,2100 Brownsville Rd,Stowe,NA,NA
Home Yard,1,514 Doner Road,Calais,NA,NA
Rt 7 A,7,Rt 7A Settler Road,Bennington,NA,NA
Home Yard,15,75 Bob White Lane,Norwich,NA,NA
NA,15,47 Hidden Valley Road,Shaftsbury,43.000957,-73.197705
NA,2,4738 Vermont 7A,Shaftsbury,42.999377,-73.198818
Home Yard,3,583 Auger Hold Road,Barton,44.721733,-72.131752
#1,1,144 Pattee Hill Road,Georgia,44.729214,-73.131989
#2,1,144 Pattee Hill Road,Georgia,NA,NA
BDR 529,4,699 Hayden Hill Road West,Hinesburg,44.327202,-73.061676
Home Yard,2,46 Bear Swamp Road,Middlesex,NA,NA
Home Yard,3,6014 Ethan Allen Hwy Apt # 2,Georgia,NA,NA
372 Lake Road Milton,2,372 Lake Rd,Milton,NA,NA
Home Yard,1,894 Howard Hill Road,Andover,NA,NA
1,2,17 Pratt Hill,Proctorsville,NA,NA
Ray Gagner,13,135 Hanna Road,Highgate,44.932096,-72.985438
Ray Gagner,12,185 Boucher Road,Highgate,44.974874,-73.009003
Ray Gagner,6,1210 Lamkin Street,Highgate,44.935661,-73.021784
431 Browns Trace Road,4,same as home address,Jericho,NA,NA
441 Lake Road,2,441 Lake Road,Franklin,NA,NA
157 Barnum Road,4,157 Barnum Road,Franklin,NA,NA
2,3,283 Intervail Road,Burlington City,44.502463,-73.211122
303 LLoyd Road,2,303 Lloyd Road,Fairfax,NA,NA
1,65,2825 Dog Pond Road,Woodbury,44.440891,-72.451088
Home Yard,1,unknown,unknown,NA,NA
Home Yard,1,same as mailing address,Plainfield,NA,NA
Home Yard,22,same as physical,Williamstown,NA,NA
Dodge Farm,4,South End Knapp Airport,Berlin,NA,NA
same as physical,6,unknown,Montgomery,NA,NA
Unknown,1,2777 Portland St,St Johnsbury,NA,NA
Unknown,1,360 Vine Street,Northfield,NA,NA
Schoolhouse Hill,30,Schoolhouse Hill Road,West Rutland,43.552387,-73.023792
NA,1,2181 S Hill Road,Waitsfield,44.221733,-72.759796
1,2,41 Bliss Road,Marshfield,44.404747,-72.390373
Unknown,7,same as physical,Royalton,NA,NA
0.25M N of Dairy,9,Unknown,Enosburg,NA,NA
J.J. Dairy Towle Neighberhood Rd by pit,6,Unknown,Enosburg,NA,NA
Tarbell Yard - E. Hill Road,1,Unknown,Townshend,NA,NA
Home,3,Unknown,Marlboro,NA,NA
Home,7,Unknown,Pittsford,NA,NA
Outyard - son's? (George J. Ostler),NA,Unknown,Hartland,NA,NA
Home,NA,Unknown,Sharon,NA,NA
Summer home,NA,Unknown,Westfield,NA,NA
Grenon land,NA,Unknown,Grand Isle,NA,NA
BasinFm,0,Unknown,Westminster,NA,NA
Home,NA,Unknown,Danville,NA,NA
Camp,1,Unknown,Northfield,NA,NA
Home,2,Unknown,Bethel,NA,NA
Home,NA,Unknown,Westford,NA,NA
Home,1,Unknown,Starksboro,NA,NA
Home,3,Unknown,New Haven,NA,NA
Off Rt 2,NA,Unknown,Richmond,NA,NA
Home,NA,Unknown,Hinesburg,NA,NA
