ID,Date,site,Morpho_species,plant,Time,Notes
400,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
401,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
402,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
403,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
404,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
405,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
406,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
407,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
408,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
409,7/23/15,RICE,small bombus ,Vicia cracca,3:25 PM,saw some apis prior to survey (2-3)
410,7/23/15,RICE,big bombus ,grass,3:25 PM,saw some apis prior to survey (2-3)
411,7/20/15,WHAL,small bombus,Lythrum salicaria,4:52 PM,
412,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
413,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
414,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
415,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
416,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
417,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
418,7/20/15,WHAL,apis,Lythrum salicaria,4:52 PM,
419,7/20/15,WHAL,small bombus,in flight,4:52 PM,
420,7/20/15,WHAL,apis,in flight,4:52 PM,
421,7/20/15,WHAL,apis,in flight,4:52 PM,
422,7/20/15,WHAL,apis,in flight,4:52 PM,
423,7/20/15,WHAL,apis,in flight,4:52 PM,
424,7/20/15,WHAL,apis,in flight,4:52 PM,
425,7/20/15,WHAL,apis,in flight,4:52 PM,
426,7/20/15,WHAL,apis,in flight,4:52 PM,
427,7/20/15,WHAL,apis,in flight,4:52 PM,
428,7/20/15,WHAL,apis,in flight,4:52 PM,
429,7/20/15,WHAL,apis,in flight,4:52 PM,
430,7/20/15,WHAL,apis,in flight,4:52 PM,
431,7/20/15,WHAL,apis,in flight,4:52 PM,
432,7/20/15,WHAL,apis,in flight,4:52 PM,
433,7/20/15,WHAL,apis,in flight,4:52 PM,
434,7/20/15,WHAL,apis,in flight,4:52 PM,
435,7/20/15,WHAL,apis,in flight,4:52 PM,
436,7/20/15,WHAL,small bombus ,Pastinaca sativa ,4:52 PM,
437,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
438,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
439,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
440,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
441,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
442,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
443,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
444,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
445,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
446,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
447,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
448,7/20/15,WHAL,apis,Pastinaca sativa ,4:52 PM,
449,7/20/15,WHAL,small bombus ,Vicia cracca,4:52 PM,
450,7/20/15,WHAL,small bombus ,Trifolium pratense,4:52 PM,
451,7/20/15,WHAL,small bombus ,Lotus corniculatus,4:52 PM,
452,7/20/15,WHAL,apis,Lotus corniculatus,4:52 PM,
453,7/20/15,WHAL,apis,Lotus corniculatus,4:52 PM,
454,7/20/15,WHAL,apis,Lotus corniculatus,4:52 PM,
455,7/20/15,WHAL,small bombus ,Cornelia varia,4:52 PM,
456,7/20/15,WHAL,small bombus ,Cornelia varia,4:52 PM,
457,7/20/15,WHAL,small bombus ,Cornelia varia,4:52 PM,
458,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,
459,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,
460,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,
461,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,
462,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,
463,7/20/15,WHAL,apis,Cornelia varia,4:52 PM,
464,7/20/15,WHAL,small bombus,small white ,4:52 PM,
465,7/20/15,WHAL,apis,small white ,4:52 PM,
466,7/20/15,WHAL,apis,small white ,4:52 PM,
467,7/20/15,WHAL,apis,small white ,4:52 PM,
468,7/20/15,WHAL,apis,small white ,4:52 PM,
469,7/20/15,WHAL,apis,small white ,4:52 PM,
470,7/20/15,WHAL,apis,small white ,4:52 PM,
471,7/20/15,WHAL,apis,small white ,4:52 PM,
472,7/20/15,WHAL,apis,small white ,4:52 PM,
473,7/20/15,WHAL,apis,small white ,4:52 PM,
474,7/20/15,WHAL,apis,small white ,4:52 PM,
475,7/20/15,WHAL,apis,small white ,4:52 PM,
476,7/20/15,WHAL,apis,small white ,4:52 PM,
477,7/20/15,WHAL,apis,small white ,4:52 PM,
478,7/20/15,WHAL,apis,small white ,4:52 PM,
479,7/20/15,WHAL,apis,small white ,4:52 PM,
480,7/20/15,WHAL,apis,small white ,4:52 PM,
481,7/20/15,WHAL,apis,small white ,4:52 PM,
482,7/22/15,SAND,small bombus,Vicia cracca,1:05 PM,
483,7/22/15,SAND,small bombus,Vicia cracca,1:05 PM,
484,7/22/15,SAND,small bombus,Vicia cracca,1:05 PM,
485,7/22/15,SAND,small bombus,Trifolium pratense,1:05 PM,
486,7/22/15,SAND,small bombus,Trifolium pratense,1:05 PM,
487,7/22/15,SAND,apis,Trifolium repens ,1:05 PM,
488,7/22/15,SAND,small bombus,in flight,1:05 PM,
489,7/22/15,SAND,small bombus,in flight,1:05 PM,
490,7/22/15,SAND,small bombus,in flight,1:05 PM,
491,7/15/15,MART,big bombus ,Vicia cracca,4:23 PM,
492,7/15/15,MART,apis,Vicia cracca,4:23 PM,
493,7/15/15,MART,apis,Vicia cracca,4:23 PM,
494,7/15/15,MART,apis,Vicia cracca,4:23 PM,
495,7/15/15,MART,apis,Vicia cracca,4:23 PM,
496,7/15/15,MART,apis,Vicia cracca,4:23 PM,
497,7/15/15,MART,apis,Vicia cracca,4:23 PM,
498,7/15/15,MART,apis,Vicia cracca,4:23 PM,
499,7/15/15,MART,apis,Vicia cracca,4:23 PM,
500,7/15/15,MART,apis,Vicia cracca,4:23 PM,
501,7/15/15,MART,apis,Vicia cracca,4:23 PM,
502,7/15/15,MART,apis,Vicia cracca,4:23 PM,
503,7/15/15,MART,apis,Vicia cracca,4:23 PM,
504,7/15/15,MART,apis,Vicia cracca,4:23 PM,
505,7/15/15,MART,apis,Vicia cracca,4:23 PM,
506,7/15/15,MART,apis,Vicia cracca,4:23 PM,
507,7/15/15,MART,apis,Vicia cracca,4:23 PM,
508,7/15/15,MART,apis,Vicia cracca,4:23 PM,
509,7/15/15,MART,apis,Vicia cracca,4:23 PM,
510,7/15/15,MART,apis,Vicia cracca,4:23 PM,
511,7/15/15,MART,apis,Vicia cracca,4:23 PM,
512,7/15/15,MART,apis,Vicia cracca,4:23 PM,
513,7/15/15,MART,apis,Vicia cracca,4:23 PM,
514,7/15/15,MART,apis,Vicia cracca,4:23 PM,
515,7/15/15,MART,apis,Vicia cracca,4:23 PM,
516,7/15/15,MART,apis,Vicia cracca,4:23 PM,
517,7/15/15,MART,apis,Vicia cracca,4:23 PM,
518,7/15/15,MART,apis,Vicia cracca,4:23 PM,
519,7/15/15,MART,apis,Vicia cracca,4:23 PM,
520,7/15/15,MART,apis,Vicia cracca,4:23 PM,
521,7/15/15,MART,apis,Vicia cracca,4:23 PM,
522,7/15/15,MART,apis,Vicia cracca,4:23 PM,
523,7/15/15,MART,apis,Vicia cracca,4:23 PM,
524,7/15/15,MART,small black,Vicia cracca,4:23 PM,
525,7/15/15,MART,small black,Vicia cracca,4:23 PM,
526,7/15/15,MART,small black,Vicia cracca,4:23 PM,
527,7/15/15,MART,small black,Vicia cracca,4:23 PM,
528,7/15/15,MART,small black,Vicia cracca,4:23 PM,
529,7/15/15,MART,small black,Vicia cracca,4:23 PM,
530,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
531,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
532,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
533,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
534,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
535,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
536,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
537,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
538,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
539,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
540,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
541,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
542,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
543,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
544,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
545,7/15/15,MART,apis,Asclepias syriaca,4:23 PM,
546,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
547,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
548,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
549,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
550,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
551,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
552,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
553,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
554,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
555,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
556,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
557,7/15/15,MART,apis,Small Pale Thistle ,4:23 PM,
558,7/15/15,MART,apis,Verbana hastata,4:23 PM,
559,7/15/15,MART,big orange ,Trifolium pratense,4:23 PM,
560,7/15/15,MART,apis,Hypericum perforatum,4:23 PM,
561,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
562,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
563,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
564,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
565,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
566,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
567,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
568,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
569,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
570,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
571,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
572,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
573,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
574,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
575,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
576,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
577,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
578,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
579,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
580,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
581,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
582,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
583,7/10/15,FLAN,small bombus ,Cornelia varia,2:40 PM,
584,7/10/15,FLAN,apis,Cornelia varia,2:40 PM,
585,7/10/15,FLAN,apis,Cornelia varia,2:40 PM,
586,7/10/15,FLAN,small bombus,in flight,2:40 PM,
587,7/10/15,FLAN,small bombus,in flight,2:40 PM,
588,7/16/15,COL,apis,Asclepias syriaca,2:00 PM,
589,7/16/15,COL,apis,Asclepias syriaca,2:00 PM,
590,7/16/15,COL,big bombus ,Vicia cracca,2:00 PM,
591,7/16/15,COL,big bombus ,Vicia cracca,2:00 PM,
592,7/16/15,COL,big bombus ,in flight,2:00 PM,
593,7/16/15,COL,big bombus ,in flight,2:00 PM,
594,7/16/15,COL,big bombus ,in flight,2:00 PM,
595,7/16/15,COL,big bombus ,in flight,2:00 PM,
596,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,
597,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,
598,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,
599,7/16/15,COL,big bombus ,Trifolium pratense,2:00 PM,
600,7/10/15,ONE,big bombus ,Hypericum perforatum,12:00 PM,
601,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
602,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
603,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
604,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
605,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
606,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
607,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
608,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
609,7/10/15,ONE,small bombus,Hypericum perforatum,12:00 PM,
610,7/10/15,ONE,apis,Hypericum perforatum,12:00 PM,
611,7/10/15,ONE,small black,Hypericum perforatum,12:00 PM,
612,7/10/15,ONE,small black,Hypericum perforatum,12:00 PM,
613,7/10/15,ONE,small black,Hypericum perforatum,12:00 PM,
614,7/10/15,ONE,small black,Hypericum perforatum,12:00 PM,
615,7/10/15,ONE,small bombus ,Lotus corniculatus,12:00 PM,
616,7/10/15,ONE,apis,Lotus corniculatus,12:00 PM,
617,7/10/15,ONE,apis,Lotus corniculatus,12:00 PM,
618,7/10/15,ONE,apis,Lotus corniculatus,12:00 PM,
619,7/10/15,ONE,apis,Lotus corniculatus,12:00 PM,
620,7/7/15,PAT,big bombus ,Cornelia varia,12:49 PM,Overcast/Hot
621,7/7/15,PAT,apis,Cornelia varia,12:49 PM,Overcast/Hot
622,7/7/15,PAT,apis,Cornelia varia,12:49 PM,Overcast/Hot
623,7/7/15,PAT,apis,Cornelia varia,12:49 PM,Overcast/Hot
624,7/7/15,PAT,apis,Cornelia varia,12:49 PM,Overcast/Hot
625,7/7/15,PAT,big black,Cornelia varia,12:49 PM,Overcast/Hot
626,7/7/15,PAT,small black,Cornelia varia,12:49 PM,Overcast/Hot
627,7/7/15,PAT,big black,Lotus corniculatus,12:49 PM,Overcast/Hot
628,7/7/15,PAT,small black,Lotus corniculatus,12:49 PM,Overcast/Hot
629,6/18/15,BOST-NEAR,big bombus ,Vicia cracca,1:00 PM,
630,6/18/15,BOST-NEAR,big bombus ,Vicia cracca,1:00 PM,
631,6/18/15,BOST-NEAR,small bombus,Vicia cracca,1:00 PM,
632,6/18/15,BOST-NEAR,apis,Vicia cracca,1:00 PM,
633,6/18/15,BOST-NEAR,apis,Vicia cracca,1:00 PM,
634,6/18/15,BOST-NEAR,small bombus,Trifolium pratense,1:00 PM,
635,6/18/15,BOST-NEAR,big bombus ,in flight,1:00 PM,
636,6/24/15,BOSTFAR,big bombus ,Trifolium repens ,3:05 PM,
637,6/24/15,BOSTFAR,small bombus,Trifolium repens ,3:05 PM,
638,6/24/15,BOSTFAR,small bombus,Trifolium repens ,3:05 PM,
639,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
640,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
641,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
642,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
643,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
644,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
645,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
646,6/24/15,BOSTFAR,small bombus,Trifolium pratense,3:05 PM,
647,6/24/15,BOSTFAR,small bombus,Vicia cracca,3:05 PM,
648,6/24/15,BOSTFAR,small orange,Vicia cracca,3:05 PM,
649,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,
650,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,
651,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,
652,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,
653,6/24/15,BOSTFAR,apis,Vicia cracca,3:05 PM,
654,6/24/15,BOSTFAR,small bombus ,in flight,3:05 PM,
655,6/24/15,BOSTMID,apis,White Matter,11:00 AM,
656,6/24/15,BOSTMID,apis,Lotus corniculatus,11:00 AM,
657,6/24/15,BOSTMID,big bombus ,Vicia cracca,11:00 AM,
658,6/24/15,BOSTMID,small bombus,Vicia cracca,11:00 AM,
659,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
660,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
661,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
662,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
663,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
664,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
665,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
666,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
667,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
668,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
669,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
670,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
671,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
672,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
673,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
674,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
675,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
676,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
677,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
678,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
679,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
680,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
681,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
682,6/24/15,BOSTMID,apis,Vicia cracca,11:00 AM,
683,6/24/15,BOSTMID,small bombus,Trifolium pratense,11:00 AM,
684,6/24/15,BOSTMID,apis,Asclepias syriaca,11:00 AM,
685,6/24/15,BOSTMID,green,Daisy ,11:00 AM,
