well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
A2,K27,DWV,1.322,Amp,UNKNOWN,28.103,28.103,,100.446,100.446,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,24,FALSE,46
A3,K28,DWV,1.321,Amp,UNKNOWN,28.212,28.212,,93.6,93.6,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,24,FALSE,46
A4,K29,DWV,1.316,Amp,UNKNOWN,28.637,28.637,,71.087,71.087,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,24,FALSE,46
A5,K30,DWV,1.317,Amp,UNKNOWN,29.328,29.328,,45.444,45.444,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,25,FALSE,46
A6,K31,DWV,1.325,Amp,UNKNOWN,30.625,30.625,,19.624,19.624,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,26,FALSE,46
A7,K32,DWV,1.319,Amp,UNKNOWN,29.553,29.553,,39.268,39.268,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,25,FALSE,46
A8,K33,DWV,1.295,Amp,UNKNOWN,29.546,29.546,,39.466,39.466,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,25,FALSE,46
A9,K34,DWV,1.33,Amp,UNKNOWN,28.992,28.992,,56.491,56.491,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,25,FALSE,46
A10,K35,DWV,1.329,Amp,UNKNOWN,30.197,30.197,,25.893,25.893,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,26,FALSE,46
A11,K36,DWV,1.325,Amp,UNKNOWN,32.567,32.567,,5.58,5.58,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,28,FALSE,46
A12,K37,DWV,1.327,Amp,UNKNOWN,32.049,32.049,,7.804,7.804,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,28,FALSE,46
B1,K38,DWV,1.32,Amp,UNKNOWN,28.626,28.626,,71.59,71.59,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,24,FALSE,46
B2,K39,DWV,1.322,Amp,UNKNOWN,31.464,31.464,,11.397,11.397,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,27,FALSE,46
B3,K40,DWV,1.335,Amp,UNKNOWN,31.886,31.886,,8.676,8.676,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,28,FALSE,46
B4,K41,DWV,1.322,Amp,UNKNOWN,32.896,32.896,,4.509,4.509,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,29,FALSE,46
B5,K42,DWV,1.32,Amp,UNKNOWN,30.3,30.3,,24.223,24.223,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,26,FALSE,46
B6,K43,DWV,1.33,Amp,UNKNOWN,29.783,29.783,,33.847,33.847,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,25,FALSE,46
B7,K44,DWV,1.328,Amp,UNKNOWN,30.295,30.295,,24.301,24.301,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,26,FALSE,46
B8,K45,DWV,1.329,Amp,UNKNOWN,30.228,30.228,,25.368,25.368,,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,26,FALSE,46
C1,K26,BQCV,1.326,Amp,UNKNOWN,25.018,25.018,,698.179,698.179,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,20,FALSE,46
C2,K27,BQCV,1.328,Amp,UNKNOWN,24.675,24.675,,878.329,878.329,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,20,FALSE,46
C3,K28,BQCV,1.315,Amp,UNKNOWN,26.401,26.401,,276.826,276.826,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,22,FALSE,46
C4,K29,BQCV,1.327,Amp,UNKNOWN,25.199,25.199,,618.581,618.581,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,20,FALSE,46
C5,K30,BQCV,1.337,Amp,UNKNOWN,24.327,24.327,,1108.483,1108.483,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,19,FALSE,46
C6,K31,BQCV,1.322,Amp,UNKNOWN,25.268,25.268,,590.678,590.678,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,20,FALSE,46
C7,K32,BQCV,1.315,Amp,UNKNOWN,26.226,26.226,,311.264,311.264,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
C8,K33,BQCV,1.33,Amp,UNKNOWN,25.267,25.267,,590.869,590.869,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,20,FALSE,46
C9,K34,BQCV,1.334,Amp,UNKNOWN,25.772,25.772,,421.657,421.657,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
C10,K35,BQCV,1.348,Amp,UNKNOWN,24.98,24.98,,715.934,715.934,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,20,FALSE,46
C11,K36,BQCV,1.339,Amp,UNKNOWN,26.719,26.719,,223.749,223.749,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,22,FALSE,46
C12,K37,BQCV,1.329,Amp,UNKNOWN,27.449,27.449,,137.352,137.352,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,22,FALSE,46
D1,K38,BQCV,1.323,Amp,UNKNOWN,25.66,25.66,,454.517,454.517,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
D2,K39,BQCV,1.324,Amp,UNKNOWN,26.725,26.725,,222.869,222.869,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,22,FALSE,46
D3,K40,BQCV,1.324,Amp,UNKNOWN,26.079,26.079,,343.251,343.251,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
D4,K41,BQCV,1.346,Amp,UNKNOWN,26.796,26.796,,212.525,212.525,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,22,FALSE,46
D5,K42,BQCV,1.319,Amp,UNKNOWN,22.581,22.581,,3564.698,3564.698,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,18,FALSE,46
D6,K43,BQCV,1.336,Amp,UNKNOWN,25.74,25.74,,430.691,430.691,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
D7,K44,BQCV,1.337,Amp,UNKNOWN,25.877,25.877,,392.94,392.94,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
D8,K45,BQCV,1.341,Amp,UNKNOWN,25.641,25.641,,460.237,460.237,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.127,TRUE,3,21,FALSE,46
E1,K26,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E2,K27,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E3,K28,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E4,K29,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E5,K30,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E6,K31,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E7,K32,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E8,K33,IAPV,0.631,Inconclusive,UNKNOWN,39.673,39.673,,0.153,0.153,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,46
E9,K34,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E10,K35,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E11,K36,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
E12,K37,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F1,K38,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F2,K39,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F3,K40,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F4,K41,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F5,K42,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F6,K43,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F7,K44,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
F8,K45,IAPV,0,No Amp,UNKNOWN,Undetermined,,,3.53E+10,,,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,46
G1,K26,ACTIN,1.442,Amp,UNKNOWN,16.162,16.162,,493505.5,493505.5,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
G2,K27,ACTIN,1.449,Amp,UNKNOWN,16.713,16.713,,346399.25,346399.25,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
G3,K28,ACTIN,1.431,Amp,UNKNOWN,17.371,17.371,,226920.55,226920.55,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,12,FALSE,46
G4,K29,ACTIN,1.437,Amp,UNKNOWN,16.739,16.739,,340653.72,340653.72,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
G5,K30,ACTIN,1.436,Amp,UNKNOWN,16.074,16.074,,522095.06,522095.06,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
G6,K31,ACTIN,1.436,Amp,UNKNOWN,15.592,15.592,,711576.1,711576.1,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
G7,K32,ACTIN,1.44,Amp,UNKNOWN,16.186,16.186,,486030.03,486030.03,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
G8,K33,ACTIN,1.443,Amp,UNKNOWN,16.464,16.464,,406486,406486,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
G9,K34,ACTIN,1.443,Amp,UNKNOWN,16.159,16.159,,494303.2,494303.2,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
G10,K35,ACTIN,1.454,Amp,UNKNOWN,15.98,15.98,,554668.3,554668.3,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
G11,K36,ACTIN,1.441,Amp,UNKNOWN,16.203,16.203,,480528.44,480528.44,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
G12,K37,ACTIN,1.447,Amp,UNKNOWN,16.207,16.207,,479351.03,479351.03,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
H1,K38,ACTIN,1.445,Amp,UNKNOWN,17.229,17.229,,248643.08,248643.08,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
H2,K39,ACTIN,1.436,Amp,UNKNOWN,18.588,18.588,,103856.04,103856.04,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,13,FALSE,46
H3,K40,ACTIN,1.434,Amp,UNKNOWN,15.911,15.911,,579947.44,579947.44,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
H4,K41,ACTIN,1.438,Amp,UNKNOWN,16.629,16.629,,365624.3,365624.3,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
H5,K42,ACTIN,1.435,Amp,UNKNOWN,15.761,15.761,,638397.44,638397.44,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,10,FALSE,46
H6,K43,ACTIN,1.435,Amp,UNKNOWN,18.393,18.393,,117680.625,117680.625,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,13,FALSE,46
H7,K44,ACTIN,1.448,Amp,UNKNOWN,17.17,17.17,,258257.4,258257.4,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
H8,K45,ACTIN,1.443,Amp,UNKNOWN,17.164,17.164,,259162.83,259162.83,,36.5667,0.9988,-3.584,90.11565,TRUE,0.248,TRUE,3,11,FALSE,46
