ID,Treatment,dil.factor,well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
10.9,10,13.826,D9,I-80,BQCV,1.305,Amp,UNKNOWN,30.759,30.343,0.587,15.005,20.579,7.883,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,26,FALSE,122
10.9,10,13.826,A9,I-80,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.9,10,13.826,B9,I-80,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.10,10,9.744,E10,I-81,ACTIN,1.515,Amp,UNKNOWN,16.028,16.073,0.063,537813.44,522746.5,21307.838,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.10,10,9.744,F10,I-81,ACTIN,1.502,Amp,UNKNOWN,16.118,16.073,0.063,507679.6,522746.5,21307.838,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.10,10,9.744,C10,I-81,BQCV,1.302,Amp,UNKNOWN,30.133,30.052,0.114,22.807,24.106,1.837,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
10.10,10,9.744,D10,I-81,BQCV,1.311,Amp,UNKNOWN,29.971,30.052,0.114,25.405,24.106,1.837,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
10.10,10,9.744,B10,I-81,DWV,0,No Amp,UNKNOWN,Undetermined,35.365,,1.53E+10,0.912,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.11,10,11.329,E11,I-82,ACTIN,1.502,Amp,UNKNOWN,16.197,16.2,0.005,482472,481445.75,1451.323,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.11,10,11.329,F11,I-82,ACTIN,1.498,Amp,UNKNOWN,16.204,16.2,0.005,480419.53,481445.75,1451.323,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.11,10,11.329,C11,I-82,BQCV,1.307,Amp,UNKNOWN,28.526,28.616,0.127,66.815,63.026,5.359,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,24,FALSE,122
10.11,10,11.329,D11,I-82,BQCV,1.306,Amp,UNKNOWN,28.706,28.616,0.127,59.236,63.026,5.359,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,24,FALSE,122
10.11,10,11.329,A11,I-82,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.11,10,11.329,B11,I-82,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
20.5,20,4.4,F10,I-10,ACTIN,1.458,Amp,UNKNOWN,16.78,16.809,0.041,331802.53,325808.16,8477.347,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.5,20,4.4,G10,I-10,ACTIN,1.437,Amp,UNKNOWN,16.837,16.809,0.041,319813.75,325808.16,8477.347,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.5,20,4.4,D10,I-10,BQCV,1.351,Amp,UNKNOWN,25.939,25.928,0.016,376.934,379.866,4.147,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
20.5,20,4.4,E10,I-10,BQCV,1.347,Amp,UNKNOWN,25.916,25.928,0.016,382.798,379.866,4.147,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
20.5,20,4.4,A10,I-10,DWV,1.285,Amp,UNKNOWN,33.942,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,TRUE,117
20.5,20,4.4,B10,I-10,DWV,1.344,Amp,UNKNOWN,33.202,32.676,0.745,3.699,5.507,2.557,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
20.5,20,4.4,C10,I-10,DWV,1.332,Amp,UNKNOWN,32.149,32.676,0.745,7.316,5.507,2.557,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
20.6,20,18.8,E3,I-24,ACTIN,1.285,Amp,UNKNOWN,15.261,15.389,0.181,880446.1,813851.7,94178.7,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.6,20,18.8,F3,I-24,ACTIN,1.266,Amp,UNKNOWN,15.516,15.389,0.181,747257.3,813851.7,94178.7,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.6,20,18.8,C3,I-24,BQCV,1.317,Amp,UNKNOWN,26.506,26.456,0.071,258.082,266.997,12.607,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
20.6,20,18.8,D3,I-24,BQCV,1.313,Amp,UNKNOWN,26.406,26.456,0.071,275.911,266.997,12.607,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
20.6,20,18.8,A3,I-24,DWV,0.856,No Amp,UNKNOWN,39.472,36.846,3.714,0.064,0.989,1.309,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,35,FALSE,82
20.6,20,18.8,B3,I-24,DWV,1.324,Amp,UNKNOWN,34.219,36.846,3.714,1.915,0.989,1.309,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,30,FALSE,82
20.7,20,17.9,E4,I-25,ACTIN,1.281,Amp,UNKNOWN,15.135,15.153,0.026,954761.9,943798.44,15504.609,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.7,20,17.9,F4,I-25,ACTIN,1.279,Amp,UNKNOWN,15.171,15.153,0.026,932835.06,943798.44,15504.609,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.7,20,17.9,C4,I-25,BQCV,1.309,Amp,UNKNOWN,26.916,26.837,0.112,196.108,207.101,15.547,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
20.7,20,17.9,D4,I-25,BQCV,1.32,Amp,UNKNOWN,26.757,26.837,0.112,218.095,207.101,15.547,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
20.7,20,17.9,A4,I-25,DWV,0.534,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.7,20,17.9,B4,I-25,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.8,20,15.4,E5,I-26,ACTIN,1.272,Amp,UNKNOWN,15.631,15.666,0.05,694275.6,678723.4,21994.252,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.8,20,15.4,F5,I-26,ACTIN,1.271,Amp,UNKNOWN,15.702,15.666,0.05,663171.06,678723.4,21994.252,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.8,20,15.4,C5,I-26,BQCV,1.323,Amp,UNKNOWN,27.088,27.23,0.2,174.821,159.723,21.352,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
20.8,20,15.4,D5,I-26,BQCV,1.32,Amp,UNKNOWN,27.371,27.23,0.2,144.624,159.723,21.352,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
20.8,20,15.4,A5,I-26,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.8,20,15.4,B5,I-26,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.9,20,16.6,E6,I-27,ACTIN,1.281,Amp,UNKNOWN,15.642,15.622,0.029,689031.44,698318,13133.189,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.9,20,16.6,F6,I-27,ACTIN,1.268,Amp,UNKNOWN,15.601,15.622,0.029,707604.56,698318,13133.189,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.9,20,16.6,C6,I-27,BQCV,1.309,Amp,UNKNOWN,29.603,29.864,0.369,32.509,27.718,6.776,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,25,FALSE,82
20.9,20,16.6,D6,I-27,BQCV,1.316,Amp,UNKNOWN,30.125,29.864,0.369,22.926,27.718,6.776,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,25,FALSE,82
20.9,20,16.6,A6,I-27,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.9,20,16.6,B6,I-27,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.10,20,22.5,E7,I-28,ACTIN,1.266,Amp,UNKNOWN,15.325,15.307,0.026,844653.3,854770.3,14307.552,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.10,20,22.5,F7,I-28,ACTIN,1.276,Amp,UNKNOWN,15.289,15.307,0.026,864887.25,854770.3,14307.552,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.10,20,22.5,C7,I-28,BQCV,1.308,Amp,UNKNOWN,29.419,29.271,0.209,36.771,40.796,5.692,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,25,FALSE,82
20.10,20,22.5,D7,I-28,BQCV,1.308,Amp,UNKNOWN,29.123,29.271,0.209,44.821,40.796,5.692,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,24,FALSE,82
20.10,20,22.5,A7,I-28,DWV,1.05,No Amp,UNKNOWN,38.146,36.121,2.865,0.151,1.113,1.361,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,34,FALSE,82
20.10,20,22.5,B7,I-28,DWV,1.317,Amp,UNKNOWN,34.095,36.121,2.865,2.075,1.113,1.361,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,30,FALSE,82
20.11,20,15.6,E8,I-29,ACTIN,1.282,Amp,UNKNOWN,15.325,15.343,0.025,845103.7,835495.56,13587.892,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.11,20,15.6,F8,I-29,ACTIN,1.277,Amp,UNKNOWN,15.36,15.343,0.025,825887.5,835495.56,13587.892,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.11,20,15.6,C8,I-29,BQCV,1.319,Amp,UNKNOWN,28.097,28.075,0.032,88.992,90.358,1.932,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,23,FALSE,82
20.11,20,15.6,D8,I-29,BQCV,1.323,Amp,UNKNOWN,28.052,28.075,0.032,91.724,90.358,1.932,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,23,FALSE,82
20.11,20,15.6,A6,I-29,DWV,1.335,Amp,UNKNOWN,33.44,33.279,0.229,3.17,3.54,0.523,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,30,FALSE,119
20.11,20,15.6,C6,I-29,DWV,1.338,Amp,UNKNOWN,33.117,33.279,0.229,3.909,3.54,0.523,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,29,FALSE,119
20.12,20,12.6,E9,I-30,ACTIN,1.273,Amp,UNKNOWN,14.803,14.788,0.022,1181516.5,1193209.8,16536.74,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,10,FALSE,82
20.12,20,12.6,F9,I-30,ACTIN,1.287,Amp,UNKNOWN,14.773,14.788,0.022,1204903,1193209.8,16536.74,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,10,FALSE,82
20.12,20,12.6,C9,I-30,BQCV,1.32,Amp,UNKNOWN,29.843,29.804,0.056,27.682,28.431,1.058,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,25,FALSE,82
20.12,20,12.6,D9,I-30,BQCV,1.317,Amp,UNKNOWN,29.764,29.804,0.056,29.179,28.431,1.058,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,25,FALSE,82
20.12,20,12.6,A9,I-30,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.12,20,12.6,B9,I-30,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
20.13,20,25.4,E10,I-31,ACTIN,1.281,Amp,UNKNOWN,15.44,15.428,0.016,784958,790758.56,8203.208,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.13,20,25.4,F10,I-31,ACTIN,1.284,Amp,UNKNOWN,15.417,15.428,0.016,796559.06,790758.56,8203.208,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.13,20,25.4,C10,I-31,BQCV,1.317,Amp,UNKNOWN,27.991,27.864,0.181,95.534,104.434,12.586,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,23,FALSE,82
20.13,20,25.4,D10,I-31,BQCV,1.328,Amp,UNKNOWN,27.736,27.864,0.181,113.333,104.434,12.586,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,23,FALSE,82
20.13,20,25.4,A10,I-31,DWV,1.323,Amp,UNKNOWN,34.25,33.449,1.132,1.878,3.586,2.416,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,30,FALSE,82
20.13,20,25.4,B10,I-31,DWV,1.329,Amp,UNKNOWN,32.648,33.449,1.132,5.294,3.586,2.416,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,28,FALSE,82
20.14,20,26.2,E11,I-32,ACTIN,1.267,Amp,UNKNOWN,15.506,15.511,0.007,752163.56,749824.44,3308.009,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.14,20,26.2,F11,I-32,ACTIN,1.278,Amp,UNKNOWN,15.516,15.511,0.007,747485.4,749824.44,3308.009,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,11,FALSE,82
20.14,20,26.2,C11,I-32,BQCV,1.32,Amp,UNKNOWN,28.704,28.694,0.014,59.309,59.699,0.552,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,24,FALSE,82
20.14,20,26.2,D11,I-32,BQCV,1.309,Amp,UNKNOWN,28.684,28.694,0.014,60.089,59.699,0.552,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,24,FALSE,82
20.14,20,26.2,A11,I-32,DWV,0.916,No Amp,UNKNOWN,39.02,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,34,TRUE,82
20.14,20,26.2,B11,I-32,DWV,1.31,Amp,UNKNOWN,34.377,34.377,0,1.729,1.729,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,30,FALSE,82
20.15,20,19.1,E1,I-33,ACTIN,1.398,Amp,UNKNOWN,15.728,15.75,0.032,652342.9,642914.7,13333.545,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.15,20,19.1,F1,I-33,ACTIN,1.404,Amp,UNKNOWN,15.773,15.75,0.032,633486.44,642914.7,13333.545,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.15,20,19.1,C1,I-33,BQCV,1.307,Amp,UNKNOWN,29.793,29.598,0.276,28.623,32.896,6.042,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,25,FALSE,107
20.15,20,19.1,D1,I-33,BQCV,1.299,Amp,UNKNOWN,29.403,29.598,0.276,37.168,32.896,6.042,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,25,FALSE,107
20.15,20,19.1,A1,I-33,DWV,1.309,Amp,UNKNOWN,34.098,34.434,0.475,2.071,1.706,0.516,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,29,FALSE,107
20.15,20,19.1,B1,I-33,DWV,1.307,Amp,UNKNOWN,34.769,34.434,0.475,1.341,1.706,0.516,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,30,FALSE,107
20.17,20,20.1,E2,I-34,ACTIN,1.421,Amp,UNKNOWN,15.375,15.437,0.088,818365.06,787022.9,44324.53,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.17,20,20.1,F2,I-34,ACTIN,1.399,Amp,UNKNOWN,15.499,15.437,0.088,755680.7,787022.9,44324.53,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.17,20,20.1,C2,I-34,BQCV,1.312,Amp,UNKNOWN,29.464,29.469,0.007,35.671,35.551,0.17,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,25,FALSE,107
20.17,20,20.1,D2,I-34,BQCV,1.308,Amp,UNKNOWN,29.474,29.469,0.007,35.43,35.551,0.17,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,25,FALSE,107
20.17,20,20.1,A2,I-34,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
20.17,20,20.1,B2,I-34,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
20.18,20,20.6,E3,I-35,ACTIN,1.421,Amp,UNKNOWN,15.325,15.445,0.17,845109.4,784661.1,85486.77,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.18,20,20.6,F3,I-35,ACTIN,1.41,Amp,UNKNOWN,15.565,15.445,0.17,724212.8,784661.1,85486.77,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.18,20,20.6,C3,I-35,BQCV,1.315,Amp,UNKNOWN,30.783,30.973,0.269,14.766,13.106,2.347,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,26,FALSE,107
20.18,20,20.6,D3,I-35,BQCV,1.327,Amp,UNKNOWN,31.163,30.973,0.269,11.446,13.106,2.347,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,26,FALSE,107
20.18,20,20.6,A3,I-35,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
20.18,20,20.6,B3,I-35,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
20.19,20,25.8,E4,I-36,ACTIN,1.418,Amp,UNKNOWN,15.025,15.013,0.017,1024808.06,1032711.2,11176.685,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.19,20,25.8,F4,I-36,ACTIN,1.416,Amp,UNKNOWN,15.001,15.013,0.017,1040614.3,1032711.2,11176.685,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.19,20,25.8,C4,I-36,BQCV,1.322,Amp,UNKNOWN,27.969,27.919,0.072,96.94,100.333,4.799,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,23,FALSE,107
20.19,20,25.8,D4,I-36,BQCV,1.318,Amp,UNKNOWN,27.868,27.919,0.072,103.727,100.333,4.799,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,23,FALSE,107
20.19,20,25.8,A4,I-36,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
20.19,20,25.8,B4,I-36,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
20.20,20,14.3,E5,I-37,ACTIN,1.411,Amp,UNKNOWN,16.008,16.057,0.07,544764.7,528082.5,23592.158,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.20,20,14.3,F5,I-37,ACTIN,1.415,Amp,UNKNOWN,16.107,16.057,0.07,511400.3,528082.5,23592.158,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,10,FALSE,107
20.20,20,14.3,C5,I-37,BQCV,1.319,Amp,UNKNOWN,28.513,28.285,0.322,67.402,79.393,16.958,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,24,FALSE,107
20.20,20,14.3,D5,I-37,BQCV,1.315,Amp,UNKNOWN,28.058,28.285,0.322,91.384,79.393,16.958,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,23,FALSE,107
20.20,20,14.3,A7,I-37,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
20.20,20,14.3,B7,I-37,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
20.20,20,14.3,C7,I-37,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
20.1,20,5.9,F6,I-6,ACTIN,1.448,Amp,UNKNOWN,17.03,16.997,0.047,282525.16,288640.78,8648.799,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.1,20,5.9,G6,I-6,ACTIN,1.46,Amp,UNKNOWN,16.964,16.997,0.047,294756.4,288640.78,8648.799,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.1,20,5.9,D6,I-6,BQCV,1.346,Amp,UNKNOWN,26.296,26.388,0.13,296.883,279.707,24.29,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
20.1,20,5.9,E6,I-6,BQCV,1.339,Amp,UNKNOWN,26.48,26.388,0.13,262.532,279.707,24.29,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,22,FALSE,117
20.1,20,5.9,B6,I-6,DWV,1.34,Amp,UNKNOWN,33.266,33.831,0.799,3.551,2.63,1.303,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
20.1,20,5.9,C6,I-6,DWV,1.338,Amp,UNKNOWN,34.396,33.831,0.799,1.708,2.63,1.303,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,117
20.2,20,4,F7,I-7,ACTIN,1.454,Amp,UNKNOWN,16.079,16.063,0.022,520656.28,525969.56,7514.093,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.2,20,4,G7,I-7,ACTIN,1.45,Amp,UNKNOWN,16.047,16.063,0.022,531282.8,525969.56,7514.093,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,10,FALSE,117
20.2,20,4,D7,I-7,BQCV,1.337,Amp,UNKNOWN,27.048,27.03,0.025,179.608,181.766,3.051,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,22,FALSE,117
20.2,20,4,E7,I-7,BQCV,1.337,Amp,UNKNOWN,27.012,27.03,0.025,183.923,181.766,3.051,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,22,FALSE,117
20.2,20,4,B7,I-7,DWV,1.335,Amp,UNKNOWN,34.548,33.907,0.906,1.548,2.548,1.414,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,117
20.2,20,4,C7,I-7,DWV,1.333,Amp,UNKNOWN,33.267,33.907,0.906,3.548,2.548,1.414,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
20.3,20,6.7,F8,I-8,ACTIN,1.454,Amp,UNKNOWN,17.684,18.063,0.535,185555.9,149826.11,50529.57,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,12,FALSE,117
20.3,20,6.7,G8,I-8,ACTIN,1.43,Amp,UNKNOWN,18.441,18.063,0.535,114096.305,149826.11,50529.57,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,13,FALSE,117
20.3,20,6.7,D8,I-8,BQCV,1.348,Amp,UNKNOWN,25.686,25.769,0.117,446.585,423.166,33.119,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
20.3,20,6.7,E8,I-8,BQCV,1.351,Amp,UNKNOWN,25.852,25.769,0.117,399.747,423.166,33.119,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
20.3,20,6.7,A8,I-8,DWV,1.341,Amp,UNKNOWN,34.155,34.169,0.919,1.997,2.218,1.257,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,117
20.3,20,6.7,B8,I-8,DWV,1.342,Amp,UNKNOWN,33.257,34.169,0.919,3.57,2.218,1.257,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
20.3,20,6.7,C8,I-8,DWV,1.288,Amp,UNKNOWN,35.095,34.169,0.919,1.087,2.218,1.257,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,31,FALSE,117
20.4,20,1,F9,I-9,ACTIN,1.448,Amp,UNKNOWN,16.615,16.695,0.113,368771.34,350842.06,25355.861,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.4,20,1,G9,I-9,ACTIN,1.432,Amp,UNKNOWN,16.775,16.695,0.113,332912.75,350842.06,25355.861,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
20.4,20,1,D9,I-9,BQCV,1.315,Amp,UNKNOWN,28.303,28.392,0.126,77.575,73.219,6.16,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,24,FALSE,117
20.4,20,1,E9,I-9,BQCV,1.318,Amp,UNKNOWN,28.481,28.392,0.126,68.863,73.219,6.16,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,24,FALSE,117
20.4,20,1,A9,I-9,DWV,1.31,Amp,UNKNOWN,33.166,34.147,1.386,3.786,2.425,1.925,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
