ID,Treatment,dil.factor,well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
1.5,1,21.9,E2,I-48,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.5,1,21.9,F2,I-48,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.6,1,31.3,E6,I-49,ACTIN,1.423,Amp,UNKNOWN,15.84,15.937,0.138,607053.4,571245.5,50640.01,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.6,1,31.3,F6,I-49,ACTIN,1.414,Amp,UNKNOWN,16.035,15.937,0.138,535437.56,571245.5,50640.01,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.6,1,31.3,C6,I-49,BQCV,1.323,Amp,UNKNOWN,28.737,28.724,0.019,58.026,58.539,0.725,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,24,FALSE,108
1.6,1,31.3,D6,I-49,BQCV,1.334,Amp,UNKNOWN,28.71,28.724,0.019,59.052,58.539,0.725,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,24,FALSE,108
1.6,1,31.3,A6,I-49,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
1.6,1,31.3,B6,I-49,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
1.7,1,32.5,E7,I-50,ACTIN,1.42,Amp,UNKNOWN,16.489,16.48,0.013,399920.25,402347.7,3432.914,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.7,1,32.5,F7,I-50,ACTIN,1.415,Amp,UNKNOWN,16.47,16.48,0.013,404775.12,402347.7,3432.914,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.7,1,32.5,C7,I-50,BQCV,1.31,Amp,UNKNOWN,30.254,30.454,0.283,21.032,18.564,3.489,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,26,FALSE,108
1.7,1,32.5,D7,I-50,BQCV,1.317,Amp,UNKNOWN,30.654,30.454,0.283,16.097,18.564,3.489,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,26,FALSE,108
1.7,1,32.5,A7,I-50,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
1.7,1,32.5,B7,I-50,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
1.8,1,21.6,E8,I-51,ACTIN,1.428,Amp,UNKNOWN,16.342,16.383,0.058,439630,428298.25,16025.479,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.8,1,21.6,F8,I-51,ACTIN,1.414,Amp,UNKNOWN,16.424,16.383,0.058,416966.53,428298.25,16025.479,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.8,1,21.6,C8,I-51,BQCV,1.322,Amp,UNKNOWN,27.306,27.257,0.07,151.06,156.206,7.278,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,23,FALSE,108
1.8,1,21.6,D8,I-51,BQCV,1.323,Amp,UNKNOWN,27.208,27.257,0.07,161.353,156.206,7.278,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,22,FALSE,108
1.8,1,21.6,A8,I-51,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
1.8,1,21.6,B8,I-51,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
1.11,1,27.4,E9,I-52,ACTIN,1.421,Amp,UNKNOWN,16.574,16.161,0.583,378782.75,511162.22,187212.83,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.11,1,27.4,F9,I-52,ACTIN,1.423,Amp,UNKNOWN,15.749,16.161,0.583,643541.7,511162.22,187212.83,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,10,FALSE,108
1.11,1,27.4,C9,I-52,BQCV,1.346,Amp,UNKNOWN,30.6,29.525,1.521,16.681,43.516,37.95,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,26,FALSE,108
1.11,1,27.4,D9,I-52,BQCV,1.326,Amp,UNKNOWN,28.449,29.525,1.521,70.351,43.516,37.95,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,24,FALSE,108
1.11,1,27.4,E3,I-52,DWV,1.336,Amp,UNKNOWN,33.408,33.357,0.052,3.238,3.347,0.113,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,30,FALSE,119
1.11,1,27.4,F3,I-52,DWV,1.338,Amp,UNKNOWN,33.303,33.357,0.052,3.465,3.347,0.113,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,30,FALSE,119
1.11,1,27.4,G3,I-52,DWV,1.329,Amp,UNKNOWN,33.36,33.357,0.052,3.339,3.347,0.113,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,30,FALSE,119
1.12,1,22,E10,I-53,ACTIN,1.429,Amp,UNKNOWN,16.481,16.309,0.244,401916.84,451791.47,70533.36,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.12,1,22,F10,I-53,ACTIN,1.43,Amp,UNKNOWN,16.136,16.309,0.244,501666.1,451791.47,70533.36,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,11,FALSE,108
1.12,1,22,C10,I-53,BQCV,1.33,Amp,UNKNOWN,31.428,30.973,0.643,9.591,13.61,5.683,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,27,FALSE,108
1.12,1,22,D10,I-53,BQCV,1.332,Amp,UNKNOWN,30.518,30.973,0.643,17.628,13.61,5.683,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,26,FALSE,108
1.12,1,22,E4,I-53,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.12,1,22,F4,I-53,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.12,1,22,G4,I-53,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.20,1,21.8,E8,I-62,ACTIN,1.424,Amp,UNKNOWN,15.856,15.811,0.064,600740,618694.94,25392.104,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.20,1,21.8,F8,I-62,ACTIN,1.418,Amp,UNKNOWN,15.766,15.811,0.064,636649.9,618694.94,25392.104,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.20,1,21.8,C8,I-62,BQCV,1.224,Amp,UNKNOWN,29.764,29.663,0.142,29.194,31.293,2.969,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,26,FALSE,109
1.20,1,21.8,D8,I-62,BQCV,1.319,Amp,UNKNOWN,29.563,29.663,0.142,33.392,31.293,2.969,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,26,FALSE,109
1.20,1,21.8,A8,I-62,DWV,0.945,No Amp,UNKNOWN,37.683,37.419,0.373,0.203,0.245,0.059,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,34,FALSE,109
1.20,1,21.8,B8,I-62,DWV,1.013,No Amp,UNKNOWN,37.156,37.419,0.373,0.286,0.245,0.059,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,34,FALSE,109
1.13,1,23.3,E9,I-63,ACTIN,1.418,Amp,UNKNOWN,14.977,15.154,0.25,1056666.9,949237.8,151927.72,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,9,FALSE,109
1.13,1,23.3,F9,I-63,ACTIN,1.411,Amp,UNKNOWN,15.331,15.154,0.25,841808.7,949237.8,151927.72,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.13,1,23.3,C9,I-63,BQCV,1.326,Amp,UNKNOWN,28.4,28.252,0.209,72.669,80.63,11.259,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,25,FALSE,109
1.13,1,23.3,D9,I-63,BQCV,1.324,Amp,UNKNOWN,28.104,28.252,0.209,88.591,80.63,11.259,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,24,FALSE,109
1.13,1,23.3,E8,I-63,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.13,1,23.3,G8,I-63,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
1.18,1,26.7,E10,I-64,ACTIN,1.428,Amp,UNKNOWN,15.807,15.846,0.056,620050.8,604736.5,21657.676,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.18,1,26.7,F10,I-64,ACTIN,1.421,Amp,UNKNOWN,15.885,15.846,0.056,589422.25,604736.5,21657.676,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.18,1,26.7,C10,I-64,BQCV,1.319,Amp,UNKNOWN,27.729,27.643,0.121,113.879,120.814,9.807,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,24,FALSE,109
1.18,1,26.7,D10,I-64,BQCV,1.329,Amp,UNKNOWN,27.557,27.643,0.121,127.748,120.814,9.807,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,24,FALSE,109
1.18,1,26.7,A10,I-64,DWV,1.255,Inconclusive,UNKNOWN,34.886,33.516,1.937,1.244,4.284,4.3,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,32,FALSE,109
1.18,1,26.7,B10,I-64,DWV,1.333,Amp,UNKNOWN,32.147,33.516,1.937,7.325,4.284,4.3,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,29,FALSE,109
1.19,1,17.9,E11,I-65,ACTIN,1.397,Amp,UNKNOWN,15.97,16.015,0.065,558380.56,542481.5,22484.701,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.19,1,17.9,F11,I-65,ACTIN,1.428,Amp,UNKNOWN,16.061,16.015,0.065,526582.44,542481.5,22484.701,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,10,FALSE,109
1.19,1,17.9,C11,I-65,BQCV,1.326,Amp,UNKNOWN,29.835,29.835,0.001,27.838,27.825,0.019,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,26,FALSE,109
1.19,1,17.9,D11,I-65,BQCV,1.321,Amp,UNKNOWN,29.836,29.835,0.001,27.811,27.825,0.019,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,26,FALSE,109
1.19,1,17.9,A11,I-65,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,TRUE,109
1.19,1,17.9,B11,I-65,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,TRUE,109
1.17,1,25.1,E1,I-66,ACTIN,1.421,Amp,UNKNOWN,16.191,16.299,0.152,484393.75,453080.25,44283.973,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,11,FALSE,112
1.17,1,25.1,F1,I-66,ACTIN,1.408,Amp,UNKNOWN,16.406,16.299,0.152,421766.75,453080.25,44283.973,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,11,FALSE,112
1.17,1,25.1,C1,I-66,BQCV,1.327,Amp,UNKNOWN,26.786,26.964,0.251,213.974,191.335,32.015,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,23,FALSE,112
1.17,1,25.1,D1,I-66,BQCV,1.323,Amp,UNKNOWN,27.141,26.964,0.251,168.697,191.335,32.015,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,23,FALSE,112
1.17,1,25.1,A1,I-66,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,112
1.16,1,33.6,E2,I-67,ACTIN,1.428,Amp,UNKNOWN,15.877,15.854,0.032,592746.1,601378.06,12207.452,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,10,FALSE,112
1.16,1,33.6,F2,I-67,ACTIN,1.422,Amp,UNKNOWN,15.832,15.854,0.032,610010.06,601378.06,12207.452,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,10,FALSE,112
1.16,1,33.6,C2,I-67,BQCV,1.326,Amp,UNKNOWN,27.4,27.364,0.051,141.904,145.392,4.932,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,23,FALSE,112
1.16,1,33.6,D2,I-67,BQCV,1.322,Amp,UNKNOWN,27.328,27.364,0.051,148.879,145.392,4.932,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,23,FALSE,112
1.16,1,33.6,A2,I-67,DWV,1.325,Amp,UNKNOWN,33.656,33.656,0,2.757,2.757,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,112
1.16,1,33.6,B2,I-67,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,112
1.15,1,21.8,E5,I-70,ACTIN,1.422,Amp,UNKNOWN,16.285,16.34,0.077,455890.12,440514.6,21744.293,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,11,FALSE,112
1.15,1,21.8,F5,I-70,ACTIN,1.413,Amp,UNKNOWN,16.394,16.34,0.077,425139.06,440514.6,21744.293,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,11,FALSE,112
1.15,1,21.8,C5,I-70,BQCV,1.348,Amp,UNKNOWN,28.561,28.151,0.58,65.257,89.121,33.749,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,25,FALSE,112
1.15,1,21.8,D5,I-70,BQCV,1.344,Amp,UNKNOWN,27.74,28.151,0.58,112.985,89.121,33.749,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,24,FALSE,112
1.15,1,21.8,B5,I-70,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,112
1.14,1,29.2,E6,I-71,ACTIN,1.422,Amp,UNKNOWN,16.531,16.577,0.065,389248.6,378155.4,15688.139,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,11,FALSE,112
1.14,1,29.2,F6,I-71,ACTIN,1.413,Amp,UNKNOWN,16.623,16.577,0.065,367062.2,378155.4,15688.139,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,11,FALSE,112
1.14,1,29.2,C6,I-71,BQCV,1.16,Amp,UNKNOWN,28.992,28.768,0.317,48.901,57.462,12.107,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,25,FALSE,112
1.14,1,29.2,D6,I-71,BQCV,1.346,Amp,UNKNOWN,28.544,28.768,0.317,66.023,57.462,12.107,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,25,FALSE,112
1.14,1,29.2,A6,I-71,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,112
1.14,1,29.2,B6,I-71,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,112
10.1,10,9.195,E1,I-72,ACTIN,1.501,Amp,UNKNOWN,16.113,16.16,0.066,509113.72,494290.53,20963.135,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.1,10,9.195,F1,I-72,ACTIN,1.496,Amp,UNKNOWN,16.207,16.16,0.066,479467.34,494290.53,20963.135,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.1,10,9.195,C1,I-72,BQCV,1.303,Amp,UNKNOWN,29.991,30.066,0.106,25.076,23.878,1.695,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
10.1,10,9.195,D1,I-72,BQCV,1.294,Amp,UNKNOWN,30.141,30.066,0.106,22.679,23.878,1.695,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
10.1,10,9.195,A1,I-72,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.1,10,9.195,B1,I-72,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.2,10,14.545,E2,I-73,ACTIN,1.496,Amp,UNKNOWN,15.626,15.644,0.026,696450.6,688427.75,11346.09,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.2,10,14.545,F2,I-73,ACTIN,1.506,Amp,UNKNOWN,15.662,15.644,0.026,680404.8,688427.75,11346.09,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.2,10,14.545,C2,I-73,BQCV,1.301,Amp,UNKNOWN,27.784,27.809,0.034,109.716,107.962,2.481,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,23,FALSE,122
10.2,10,14.545,D2,I-73,BQCV,1.306,Amp,UNKNOWN,27.833,27.809,0.034,106.209,107.962,2.481,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,23,FALSE,122
10.2,10,14.545,A2,I-73,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.2,10,14.545,B2,I-73,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.3,10,8.5845,E3,I-74,ACTIN,1.495,Amp,UNKNOWN,16.331,16.303,0.04,442593.22,450761.22,11551.292,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.3,10,8.5845,F3,I-74,ACTIN,1.479,Amp,UNKNOWN,16.275,16.303,0.04,458929.2,450761.22,11551.292,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.3,10,8.5845,C3,I-74,BQCV,1.306,Amp,UNKNOWN,28.965,28.969,0.005,49.804,49.68,0.175,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,24,FALSE,122
10.3,10,8.5845,D3,I-74,BQCV,1.308,Amp,UNKNOWN,28.973,28.969,0.005,49.556,49.68,0.175,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,24,FALSE,122
10.3,10,8.5845,A3,I-74,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.3,10,8.5845,B3,I-74,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.4,10,11.276,E4,I-75,ACTIN,1.506,Amp,UNKNOWN,16.178,16.229,0.072,488397.84,472894.66,21924.834,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.4,10,11.276,F4,I-75,ACTIN,1.489,Amp,UNKNOWN,16.28,16.229,0.072,457391.44,472894.66,21924.834,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.4,10,11.276,C4,I-75,BQCV,1.312,Amp,UNKNOWN,26.826,26.762,0.091,208.262,217.601,13.208,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,22,FALSE,122
10.4,10,11.276,D4,I-75,BQCV,1.314,Amp,UNKNOWN,26.698,26.762,0.091,226.94,217.601,13.208,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,22,FALSE,122
10.4,10,11.276,A4,I-75,DWV,0,No Amp,UNKNOWN,Undetermined,38.282,,1.53E+10,0.138,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.5,10,7.976,E5,I-76,ACTIN,1.493,Amp,UNKNOWN,15.766,15.817,0.072,636586.7,616405.06,28541.066,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.5,10,7.976,F5,I-76,ACTIN,1.503,Amp,UNKNOWN,15.868,15.817,0.072,596223.5,616405.06,28541.066,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.5,10,7.976,C5,I-76,BQCV,1.313,Amp,UNKNOWN,28.752,28.556,0.277,57.429,66.044,12.184,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,24,FALSE,122
10.5,10,7.976,D5,I-76,BQCV,1.303,Amp,UNKNOWN,28.36,28.556,0.277,74.659,66.044,12.184,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,24,FALSE,122
10.5,10,7.976,A5,I-76,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.5,10,7.976,B5,I-76,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.6,10,14.916,E6,I-77,ACTIN,1.507,Amp,UNKNOWN,16.486,16.517,0.043,400698.25,393035.84,10836.3,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.6,10,14.916,F6,I-77,ACTIN,1.493,Amp,UNKNOWN,16.547,16.517,0.043,385373.4,393035.84,10836.3,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,11,FALSE,122
10.6,10,14.916,C6,I-77,BQCV,1.312,Amp,UNKNOWN,27.949,28.015,0.093,98.264,94.141,5.83,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,23,FALSE,122
10.6,10,14.916,D6,I-77,BQCV,1.314,Amp,UNKNOWN,28.08,28.015,0.093,90.019,94.141,5.83,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,23,FALSE,122
10.6,10,14.916,A6,I-77,DWV,0,No Amp,UNKNOWN,Undetermined,34.704,,1.53E+10,1.399,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.6,10,14.916,B6,I-77,DWV,1.324,Amp,UNKNOWN,34.704,34.704,,1.399,1.399,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,30,FALSE,122
10.7,10,19.628,E7,I-78,ACTIN,1.502,Amp,UNKNOWN,16.083,16.114,0.044,519194.1,509098.1,14277.87,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.7,10,19.628,F7,I-78,ACTIN,1.508,Amp,UNKNOWN,16.145,16.114,0.044,499002.12,509098.1,14277.87,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.7,10,19.628,C7,I-78,BQCV,1.307,Amp,UNKNOWN,28.237,28.119,0.167,81.053,87.978,9.795,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,23,FALSE,122
10.7,10,19.628,D7,I-78,BQCV,1.309,Amp,UNKNOWN,28.001,28.119,0.167,94.904,87.978,9.795,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,23,FALSE,122
10.7,10,19.628,A7,I-78,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.7,10,19.628,B7,I-78,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,39,FALSE,122
10.8,10,13.615,E8,I-79,ACTIN,1.517,Amp,UNKNOWN,16.256,16.287,0.043,464608.6,455636.44,12688.535,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.8,10,13.615,F8,I-79,ACTIN,1.502,Amp,UNKNOWN,16.317,16.287,0.043,446664.28,455636.44,12688.535,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.8,10,13.615,C8,I-79,BQCV,1.307,Amp,UNKNOWN,29.441,29.506,0.092,36.232,34.717,2.143,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
10.8,10,13.615,D8,I-79,BQCV,1.315,Amp,UNKNOWN,29.571,29.506,0.092,33.202,34.717,2.143,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
10.8,10,13.615,A8,I-79,DWV,0.854,No Amp,UNKNOWN,39.473,36.785,3.802,0.064,1.069,1.421,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,35,FALSE,122
10.8,10,13.615,B8,I-79,DWV,1.322,Amp,UNKNOWN,34.097,36.785,3.802,2.073,1.069,1.421,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,30,FALSE,122
10.9,10,13.826,E9,I-80,ACTIN,1.506,Amp,UNKNOWN,16.114,16.157,0.062,509076.28,495200.16,19623.793,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.9,10,13.826,F9,I-80,ACTIN,1.494,Amp,UNKNOWN,16.201,16.157,0.062,481324.03,495200.16,19623.793,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,10,FALSE,122
10.9,10,13.826,C9,I-80,BQCV,1.308,Amp,UNKNOWN,29.928,30.343,0.587,26.153,20.579,7.883,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,25,FALSE,122
