well,ID,labID,treatment,SamplingEvent,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run,
G5,M3,3,M,3,M3-3,ACTIN,1.398,Amp,UNKNOWN,18.868,18.839,0.042,86750.28,88420.47,2361.999,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,14,FALSE,100,
H5,M3,3,M,3,M3-3,ACTIN,1.4,Amp,UNKNOWN,18.809,18.839,0.042,90090.66,88420.47,2361.999,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
C5,M3,3,M,3,M3-3,BQCV,1.3,Amp,UNKNOWN,13.472,13.533,0.087,1578378.9,1515978.5,88247.5,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,9,FALSE,100,
D5,M3,3,M,3,M3-3,BQCV,1.296,Amp,UNKNOWN,13.595,13.533,0.087,1453578.1,1515978.5,88247.5,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,10,FALSE,100,
A5,M3,3,M,3,M3-3,DWV,1.29,Amp,UNKNOWN,32.374,33.323,1.341,6.323,4.088,3.162,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,28,FALSE,100,
B5,M3,3,M,3,M3-3,DWV,1.287,Amp,UNKNOWN,34.271,33.323,1.341,1.852,4.088,3.162,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,30,FALSE,100,
E5,M3,3,M,3,M3-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
F5,M3,3,M,3,M3-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
G5,M4,4,M,1,M4-1,ACTIN,1.391,Amp,UNKNOWN,18.773,18.761,0.017,92188.29,92907.805,1017.544,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,13,FALSE,97,
H5,M4,4,M,1,M4-1,ACTIN,1.393,Amp,UNKNOWN,18.749,18.761,0.017,93627.31,92907.805,1017.544,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,13,FALSE,97,
C5,M4,4,M,1,M4-1,BQCV,1.279,Amp,UNKNOWN,28.933,28.674,0.366,50.892,61.411,14.876,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,25,FALSE,97,
D5,M4,4,M,1,M4-1,BQCV,1.275,Amp,UNKNOWN,28.416,28.674,0.366,71.929,61.411,14.876,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,24,FALSE,97,
A5,M4,4,M,1,M4-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
B5,M4,4,M,1,M4-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
E5,M4,4,M,1,M4-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F5,M4,4,M,1,M4-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
G10,M4,4,M,2,M4-2,ACTIN,1.388,Amp,UNKNOWN,17.71,17.749,0.055,182497.88,178031.14,6316.934,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,12,FALSE,93,
H10,M4,4,M,2,M4-2,ACTIN,1.387,Amp,UNKNOWN,17.788,17.749,0.055,173564.39,178031.14,6316.934,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,13,FALSE,93,
C10,M4,4,M,2,M4-2,BQCV,1.274,Amp,UNKNOWN,14.615,14.531,0.12,734682.2,778674.7,62214.797,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,11,FALSE,93,
D10,M4,4,M,2,M4-2,BQCV,1.284,Amp,UNKNOWN,14.446,14.531,0.12,822667.2,778674.7,62214.797,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,10,FALSE,93,
A10,M4,4,M,2,M4-2,DWV,1.266,Amp,UNKNOWN,32.127,32.243,0.164,7.418,6.903,0.73,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,28,FALSE,93,
B10,M4,4,M,2,M4-2,DWV,1.274,Amp,UNKNOWN,32.359,32.243,0.164,6.387,6.903,0.73,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,28,FALSE,93,
E10,M4,4,M,2,M4-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
F10,M4,4,M,2,M4-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
G4,M4,4,M,3,M4-3,ACTIN,1.409,Amp,UNKNOWN,20.783,20.943,0.226,25347.49,22994.676,3327.382,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,15,FALSE,103,
H4,M4,4,M,3,M4-3,ACTIN,1.405,Amp,UNKNOWN,21.103,20.943,0.226,20641.861,22994.676,3327.382,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,16,FALSE,103,
C4,M4,4,M,3,M4-3,BQCV,1.303,Amp,UNKNOWN,13.058,13.301,0.343,2081652.6,1793175.5,407968.34,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,9,FALSE,103,
D4,M4,4,M,3,M4-3,BQCV,1.314,Amp,UNKNOWN,13.543,13.301,0.343,1504698.2,1793175.5,407968.34,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,9,FALSE,103,
A4,M4,4,M,3,M4-3,DWV,1.334,Amp,UNKNOWN,23.977,23.238,1.045,1451.911,2616.302,1646.699,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,20,FALSE,103,
B4,M4,4,M,3,M4-3,DWV,1.324,Amp,UNKNOWN,22.498,23.238,1.045,3780.694,2616.302,1646.699,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,18,FALSE,103,
E4,M4,4,M,3,M4-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
F4,M4,4,M,3,M4-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
G1,M5,5,M,1,M5-1,ACTIN,1.377,Amp,UNKNOWN,17.22,17.108,0.159,250044,269460,27458.377,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,12,FALSE,93,
H1,M5,5,M,1,M5-1,ACTIN,1.384,Amp,UNKNOWN,16.996,17.108,0.159,288876,269460,27458.377,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,12,FALSE,93,
C1,M5,5,M,1,M5-1,BQCV,1.238,Amp,UNKNOWN,29.349,29.659,0.439,38.532,31.98,9.266,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,25,FALSE,93,
D1,M5,5,M,1,M5-1,BQCV,1.248,Amp,UNKNOWN,29.97,29.659,0.439,25.428,31.98,9.266,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,26,FALSE,93,
A1,M5,5,M,1,M5-1,DWV,1.048,No Amp,UNKNOWN,37.586,37.586,NA,0.217,0.217,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,33,FALSE,93,
B1,M5,5,M,1,M5-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,39,TRUE,93,
E1,M5,5,M,1,M5-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
F1,M5,5,M,1,M5-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
G6,M5,5,M,2,M5-2,ACTIN,1.403,Amp,UNKNOWN,17.338,17.352,0.019,231766.58,229783.06,2805.112,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
H6,M5,5,M,2,M5-2,ACTIN,1.385,Amp,UNKNOWN,17.365,17.352,0.019,227799.55,229783.06,2805.112,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
C6,M5,5,M,2,M5-2,BQCV,1.285,Amp,UNKNOWN,21.66,21.564,0.136,6599.834,7053.359,641.38,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,17,FALSE,97,
D6,M5,5,M,2,M5-2,BQCV,1.292,Amp,UNKNOWN,21.467,21.564,0.136,7506.883,7053.359,641.38,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,17,FALSE,97,
E6,M5,5,M,2,M5-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F6,M5,5,M,2,M5-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F4,M5,5,M,2,M5-2,ACTIN,1.413,Amp,UNKNOWN,16.518,16.506,0.016,392616.75,395538.2,4131.526,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,11,FALSE,106,
G4,M5,5,M,2,M5-2,ACTIN,1.408,Amp,UNKNOWN,16.495,16.506,0.016,398459.62,395538.2,4131.526,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,11,FALSE,106,
A4,M5,5,M,2,M5-2,DWV,1.325,Amp,UNKNOWN,35.149,34.66,0.846,1.049,0.7,0.606,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,30,FALSE,106,
B4,M5,5,M,2,M5-2,DWV,1.317,Amp,UNKNOWN,35.147,34.66,0.846,1.051,0.7,0.606,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,30,FALSE,106,
C4,M5,5,M,2,M5-2,DWV,1.294,Amp,UNKNOWN,33.683,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,29,TRUE,106,
G6,M5,5,M,3,M5-3,ACTIN,1.401,Amp,UNKNOWN,18.299,18.346,0.066,125021.055,121381.28,5147.427,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
H6,M5,5,M,3,M5-3,ACTIN,1.386,Amp,UNKNOWN,18.392,18.346,0.066,117741.5,121381.28,5147.427,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
C6,M5,5,M,3,M5-3,BQCV,1.279,Amp,UNKNOWN,21.885,21.904,0.027,5678.551,5607.066,101.096,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,18,FALSE,100,
D6,M5,5,M,3,M5-3,BQCV,1.286,Amp,UNKNOWN,21.923,21.904,0.027,5535.581,5607.066,101.096,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,18,FALSE,100,
A6,M5,5,M,3,M5-3,DWV,1.294,Amp,UNKNOWN,20.063,20.241,0.251,18289.43,16414.35,2651.764,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,16,FALSE,100,
B6,M5,5,M,3,M5-3,DWV,1.293,Amp,UNKNOWN,20.418,20.241,0.251,14539.27,16414.35,2651.764,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,17,FALSE,100,
E6,M5,5,M,3,M5-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
F6,M5,5,M,3,M5-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
G11,M6,6,M,1,M6-1,ACTIN,1.384,Amp,UNKNOWN,18.165,18.209,0.061,136245.38,132554.02,5220.372,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,13,FALSE,93,
H11,M6,6,M,1,M6-1,ACTIN,1.368,Amp,UNKNOWN,18.252,18.209,0.061,128862.65,132554.02,5220.372,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,13,FALSE,93,
C11,M6,6,M,1,M6-1,BQCV,1.262,Amp,UNKNOWN,31.024,31.016,0.011,12.566,12.632,0.093,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,27,FALSE,93,
D11,M6,6,M,1,M6-1,BQCV,1.256,Amp,UNKNOWN,31.008,31.016,0.011,12.697,12.632,0.093,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,27,FALSE,93,
A11,M6,6,M,1,M6-1,DWV,0.825,No Amp,UNKNOWN,39.572,38.685,1.254,0.06,0.124,0.091,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,35,FALSE,93,
B11,M6,6,M,1,M6-1,DWV,1.068,No Amp,UNKNOWN,37.798,38.685,1.254,0.189,0.124,0.091,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,33,FALSE,93,
E11,M6,6,M,1,M6-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
F11,M6,6,M,1,M6-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
G7,M6,6,M,2,M6-2,ACTIN,1.404,Amp,UNKNOWN,17.672,17.686,0.021,187095.94,185348.83,2470.798,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
H7,M6,6,M,2,M6-2,ACTIN,1.397,Amp,UNKNOWN,17.701,17.686,0.021,183601.7,185348.83,2470.798,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
C7,M6,6,M,2,M6-2,BQCV,1.291,Amp,UNKNOWN,18.534,18.484,0.072,53399.234,55269.63,2645.136,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,14,FALSE,97,
D7,M6,6,M,2,M6-2,BQCV,1.289,Amp,UNKNOWN,18.433,18.484,0.072,57140.023,55269.63,2645.136,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,14,FALSE,97,
A7,M6,6,M,2,M6-2,DWV,0.641,No Amp,UNKNOWN,39.674,39.674,NA,0.056,0.056,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,97,
B7,M6,6,M,2,M6-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
E7,M6,6,M,2,M6-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F7,M6,6,M,2,M6-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
G5,M6,6,M,3,M6-3,ACTIN,1.391,Amp,UNKNOWN,18.705,18.755,0.071,96346.16,93335.97,4257.053,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,13,FALSE,103,
H5,M6,6,M,3,M6-3,ACTIN,1.395,Amp,UNKNOWN,18.805,18.755,0.071,90325.77,93335.97,4257.053,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,13,FALSE,103,
C5,M6,6,M,3,M6-3,BQCV,1.326,Amp,UNKNOWN,14.449,14.471,0.031,821204.75,809328.06,16796.174,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,10,FALSE,103,
D5,M6,6,M,3,M6-3,BQCV,1.324,Amp,UNKNOWN,14.493,14.471,0.031,797451.4,809328.06,16796.174,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,10,FALSE,103,
A5,M6,6,M,3,M6-3,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,39,TRUE,103,
B5,M6,6,M,3,M6-3,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,39,TRUE,103,
E5,M6,6,M,3,M6-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
F5,M6,6,M,3,M6-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
G1,M7,7,M,1,M7-1,ACTIN,1.366,Amp,UNKNOWN,19.468,19.507,0.056,58999,57543.105,2058.946,36.5667,0.9988,-3.584,90.11565,TRUE,0.2,TRUE,3,14,FALSE,94,
H1,M7,7,M,1,M7-1,ACTIN,1.373,Amp,UNKNOWN,19.547,19.507,0.056,56087.21,57543.105,2058.946,36.5667,0.9988,-3.584,90.11565,TRUE,0.2,TRUE,3,14,FALSE,94,
C1,M7,7,M,1,M7-1,BQCV,1.255,Amp,UNKNOWN,27.725,27.605,0.169,114.179,124.06,13.974,34.8074,0.9981,-3.4422,95.21442,TRUE,0.086,TRUE,3,23,FALSE,94,
D1,M7,7,M,1,M7-1,BQCV,1.251,Amp,UNKNOWN,27.486,27.605,0.169,133.941,124.06,13.974,34.8074,0.9981,-3.4422,95.21442,TRUE,0.086,TRUE,3,23,FALSE,94,
A1,M7,7,M,1,M7-1,DWV,0.98,No Amp,UNKNOWN,38.841,38.841,NA,0.096,0.096,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.114,TRUE,3,34,FALSE,94,
B1,M7,7,M,1,M7-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.114,TRUE,3,39,TRUE,94,
E1,M7,7,M,1,M7-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,94,
F1,M7,7,M,1,M7-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,94,
G8,M7,7,M,2,M7-2,ACTIN,1.403,Amp,UNKNOWN,17.127,17.161,0.048,265430.5,259753.7,8028.221,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
H8,M7,7,M,2,M7-2,ACTIN,1.384,Amp,UNKNOWN,17.195,17.161,0.048,254076.89,259753.7,8028.221,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,12,FALSE,97,
C8,M7,7,M,2,M7-2,BQCV,1.287,Amp,UNKNOWN,23.287,23.204,0.117,2222.917,2353.521,184.703,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,19,FALSE,97,
D8,M7,7,M,2,M7-2,BQCV,1.29,Amp,UNKNOWN,23.121,23.204,0.117,2484.127,2353.521,184.703,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,19,FALSE,97,
A8,M7,7,M,2,M7-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
B8,M7,7,M,2,M7-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,97,
H5,M7,7,M,2,M7-2,ACTIN,1.402,Amp,UNKNOWN,16.433,16.484,0.072,414602.97,401527.2,18491.947,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,11,FALSE,106,
H6,M7,7,M,2,M7-2,ACTIN,1.403,Amp,UNKNOWN,16.535,16.484,0.072,388451.4,401527.2,18491.947,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,11,FALSE,106,
E4,M7,7,M,2,M7-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,106,
E5,M7,7,M,2,M7-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,106,
G6,M7,7,M,3,M7-3,ACTIN,1.404,Amp,UNKNOWN,18.635,18.779,0.204,100785.125,92251.83,12067.903,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,13,FALSE,103,
H6,M7,7,M,3,M7-3,ACTIN,1.394,Amp,UNKNOWN,18.923,18.779,0.204,83718.53,92251.83,12067.903,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,13,FALSE,103,
C6,M7,7,M,3,M7-3,BQCV,1.311,Amp,UNKNOWN,16.929,17.05,0.17,156244.53,144619.02,16440.95,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,12,FALSE,103,
D6,M7,7,M,3,M7-3,BQCV,1.316,Amp,UNKNOWN,17.17,17.05,0.17,132993.52,144619.02,16440.95,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,13,FALSE,103,
A6,M7,7,M,3,M7-3,DWV,1.311,Amp,UNKNOWN,30.504,30.051,0.64,21.222,29.672,11.951,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,26,FALSE,103,
B6,M7,7,M,3,M7-3,DWV,1.312,Amp,UNKNOWN,29.599,30.051,0.64,38.122,29.672,11.951,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,25,FALSE,103,
E6,M7,7,M,3,M7-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
F6,M7,7,M,3,M7-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103,
G9,M8,8,M,1,M8-1,ACTIN,1.384,Amp,UNKNOWN,18.253,18.18,0.102,128788.61,135068.53,8881.137,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,13,FALSE,97,
H9,M8,8,M,1,M8-1,ACTIN,1.394,Amp,UNKNOWN,18.108,18.18,0.102,141348.44,135068.53,8881.137,36.5667,0.9988,-3.584,90.11565,TRUE,0.189,TRUE,3,13,FALSE,97,
C9,M8,8,M,1,M8-1,BQCV,1.274,Amp,UNKNOWN,27.938,27.791,0.208,99.026,109.798,15.234,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,23,FALSE,97,
D9,M8,8,M,1,M8-1,BQCV,1.268,Amp,UNKNOWN,27.643,27.791,0.208,120.57,109.798,15.234,34.8074,0.9981,-3.4422,95.21442,TRUE,0.091,TRUE,3,23,FALSE,97,
E9,M8,8,M,1,M8-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F9,M8,8,M,1,M8-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,97,
F5,M8,8,M,1,M8-1,ACTIN,1.401,Amp,UNKNOWN,17.393,17.432,0.055,223741.34,218281.56,7721.291,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106,
G5,M8,8,M,1,M8-1,ACTIN,1.394,Amp,UNKNOWN,17.471,17.432,0.055,212821.8,218281.56,7721.291,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106,
A5,M8,8,M,1,M8-1,DWV,1.037,No Amp,UNKNOWN,38.3,37.073,2.797,0.136,0.845,1.347,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,33,FALSE,106,
B5,M8,8,M,1,M8-1,DWV,0.968,No Amp,UNKNOWN,39.046,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,34,TRUE,106,
C5,M8,8,M,1,M8-1,DWV,1.323,Amp,UNKNOWN,33.872,37.073,2.797,2.398,0.845,1.347,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,29,FALSE,106,
G2,M8,8,M,2,M8-2,ACTIN,1.375,Amp,UNKNOWN,18.629,18.704,0.105,101112.69,96492.21,6534.34,36.5667,0.9988,-3.584,90.11565,TRUE,0.2,TRUE,3,13,FALSE,94,
H2,M8,8,M,2,M8-2,ACTIN,1.379,Amp,UNKNOWN,18.779,18.704,0.105,91871.734,96492.21,6534.34,36.5667,0.9988,-3.584,90.11565,TRUE,0.2,TRUE,3,13,FALSE,94,
C2,M8,8,M,2,M8-2,BQCV,1.28,Amp,UNKNOWN,16.454,16.467,0.018,214675.53,212906.38,2501.983,34.8074,0.9981,-3.4422,95.21442,TRUE,0.086,TRUE,3,12,FALSE,94,
D2,M8,8,M,2,M8-2,BQCV,1.28,Amp,UNKNOWN,16.479,16.467,0.018,211137.2,212906.38,2501.983,34.8074,0.9981,-3.4422,95.21442,TRUE,0.086,TRUE,3,12,FALSE,94,
A2,M8,8,M,2,M8-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.114,TRUE,3,39,TRUE,94,
B2,M8,8,M,2,M8-2,DWV,1.144,No Amp,UNKNOWN,37.492,37.492,NA,0.23,0.23,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.114,TRUE,3,33,FALSE,94,
E2,M8,8,M,2,M8-2,IAPV,1.197,No Amp,UNKNOWN,35.501,35.501,NA,2.244,2.244,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,32,FALSE,94,
F2,M8,8,M,2,M8-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,94,
