well,ID,labID,treatment,SamplingEvent,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run,
D11,Stationary,S19,19,S,2,S19-2,BQCV,1.272,Amp,UNKNOWN,22.463,22.379,0.119,3857.244,4087.215,325.229,34.8074,0.9981,-3.4422,95.21442,TRUE,0.086,TRUE,3,18,FALSE,94
E11,Stationary,S19,19,S,2,S19-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,94
F11,Stationary,S19,19,S,2,S19-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,94
F2,Stationary,S19,19,S,2,S19-2,ACTIN,1.408,Amp,UNKNOWN,17.498,17.496,0.003,209123.67,209445.12,454.612,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106
G2,Stationary,S19,19,S,2,S19-2,ACTIN,1.397,Amp,UNKNOWN,17.494,17.496,0.003,209766.6,209445.12,454.612,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106
A2,Stationary,S19,19,S,2,S19-2,DWV,1.309,Amp,UNKNOWN,33.962,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,29,TRUE,106
B2,Stationary,S19,19,S,2,S19-2,DWV,1.322,Amp,UNKNOWN,35.16,33.963,1.197,1.042,1.983,2.585,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,30,FALSE,106
C2,Stationary,S19,19,S,2,S19-2,DWV,1.316,Amp,UNKNOWN,32.766,33.963,1.197,4.906,1.983,2.585,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,28,FALSE,106
G11,Stationary,S19,19,S,3,S19-3,ACTIN,1.384,Amp,UNKNOWN,19.384,19.426,0.059,62282.59,60644.59,2316.481,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,14,FALSE,103
H11,Stationary,S19,19,S,3,S19-3,ACTIN,1.384,Amp,UNKNOWN,19.468,19.426,0.059,59006.59,60644.59,2316.481,36.5667,0.9988,-3.584,90.11565,TRUE,0.203,TRUE,3,14,FALSE,103
C11,Stationary,S19,19,S,3,S19-3,BQCV,1.305,Amp,UNKNOWN,21.974,22.002,0.041,5350.052,5249.35,142.414,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,17,FALSE,103
D11,Stationary,S19,19,S,3,S19-3,BQCV,1.294,Amp,UNKNOWN,22.031,22.002,0.041,5148.648,5249.35,142.414,34.8074,0.9981,-3.4422,95.21442,TRUE,0.098,TRUE,3,17,FALSE,103
A11,Stationary,S19,19,S,3,S19-3,DWV,1.297,Amp,UNKNOWN,34.987,34.385,0.851,1.165,1.852,0.971,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,30,FALSE,103
B11,Stationary,S19,19,S,3,S19-3,DWV,1.303,Amp,UNKNOWN,33.784,34.385,0.851,2.539,1.852,0.971,35.2228,0.993,-3.5567,91.05548,TRUE,0.099,TRUE,3,29,FALSE,103
E11,Stationary,S19,19,S,3,S19-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,39,TRUE,103
F11,Stationary,S19,19,S,3,S19-3,IAPV,0.528,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.211,TRUE,3,35,TRUE,103
G1,Stationary,S20,20,S,1,S20-1,ACTIN,1.376,Amp,UNKNOWN,19.328,19.392,0.091,64570.742,61996.37,3640.708,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96
H1,Stationary,S20,20,S,1,S20-1,ACTIN,1.387,Amp,UNKNOWN,19.457,19.392,0.091,59422.004,61996.37,3640.708,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96
C1,Stationary,S20,20,S,1,S20-1,BQCV,1.265,Amp,UNKNOWN,27.107,27.3,0.273,172.624,152.957,27.813,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,23,FALSE,96
D1,Stationary,S20,20,S,1,S20-1,BQCV,1.259,Amp,UNKNOWN,27.493,27.3,0.273,133.29,152.957,27.813,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,23,FALSE,96
A1,Stationary,S20,20,S,1,S20-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96
B1,Stationary,S20,20,S,1,S20-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96
E1,Stationary,S20,20,S,1,S20-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96
F1,Stationary,S20,20,S,1,S20-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96
G2,Stationary,S20,20,S,2,S20-2,ACTIN,1.391,Amp,UNKNOWN,19.046,19.102,0.079,77374.31,74697.23,3785.978,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96
H2,Stationary,S20,20,S,2,S20-2,ACTIN,1.398,Amp,UNKNOWN,19.158,19.102,0.079,72020.13,74697.23,3785.978,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96
C2,Stationary,S20,20,S,2,S20-2,BQCV,1.272,Amp,UNKNOWN,23.15,23.49,0.482,2435.971,1990.128,630.516,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,19,FALSE,96
D2,Stationary,S20,20,S,2,S20-2,BQCV,1.282,Amp,UNKNOWN,23.831,23.49,0.482,1544.286,1990.128,630.516,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,20,FALSE,96
A2,Stationary,S20,20,S,2,S20-2,DWV,1.255,Amp,UNKNOWN,31.818,32.988,1.654,9.062,5.528,4.998,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,27,FALSE,96
B2,Stationary,S20,20,S,2,S20-2,DWV,1.267,Amp,UNKNOWN,34.157,32.988,1.654,1.993,5.528,4.998,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,96
H3,Stationary,S20,20,S,2,S20-2,ACTIN,1.41,Amp,UNKNOWN,17.696,17.79,0.133,184199.33,173698.94,14849.815,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106
H4,Stationary,S20,20,S,2,S20-2,ACTIN,1.412,Amp,UNKNOWN,17.884,17.79,0.133,163198.53,173698.94,14849.815,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,12,FALSE,106
E1,Stationary,S20,20,S,2,S20-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,106
E2,Stationary,S20,20,S,2,S20-2,IAPV,0.449,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,106
E3,Stationary,S20,20,S,2,S20-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,106
G2,Stationary,S20,20,S,3,S20-3,ACTIN,1.385,Amp,UNKNOWN,18.599,18.545,0.076,103108.64,106807.86,5231.483,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
H2,Stationary,S20,20,S,3,S20-3,ACTIN,1.384,Amp,UNKNOWN,18.491,18.545,0.076,110507.07,106807.86,5231.483,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
C2,Stationary,S20,20,S,3,S20-3,BQCV,1.285,Amp,UNKNOWN,20.917,20.961,0.063,10847.804,10534.367,443.265,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,17,FALSE,101
D2,Stationary,S20,20,S,3,S20-3,BQCV,1.283,Amp,UNKNOWN,21.006,20.961,0.063,10220.932,10534.367,443.265,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,17,FALSE,101
A2,Stationary,S20,20,S,3,S20-3,DWV,1.281,Amp,UNKNOWN,29.216,29.427,0.298,48.842,43.019,8.236,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,25,FALSE,101
B2,Stationary,S20,20,S,3,S20-3,DWV,1.288,Amp,UNKNOWN,29.637,29.427,0.298,37.195,43.019,8.236,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,25,FALSE,101
E2,Stationary,S20,20,S,3,S20-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
F2,Stationary,S20,20,S,3,S20-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
G3,Stationary,S21,21,S,1,S21-1,ACTIN,1.384,Amp,UNKNOWN,19.876,19.934,0.082,45393.914,43767.375,2300.278,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96
H3,Stationary,S21,21,S,1,S21-1,ACTIN,1.398,Amp,UNKNOWN,19.992,19.934,0.082,42140.832,43767.375,2300.278,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,15,FALSE,96
C3,Stationary,S21,21,S,1,S21-1,BQCV,1.266,Amp,UNKNOWN,28.015,28.525,0.721,94.049,70.787,32.896,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,24,FALSE,96
D3,Stationary,S21,21,S,1,S21-1,BQCV,1.278,Amp,UNKNOWN,29.035,28.525,0.721,47.526,70.787,32.896,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,25,FALSE,96
A3,Stationary,S21,21,S,1,S21-1,DWV,1.258,Amp,UNKNOWN,34.645,34.722,0.108,1.454,1.385,0.097,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,96
B3,Stationary,S21,21,S,1,S21-1,DWV,1.266,Amp,UNKNOWN,34.798,34.722,0.108,1.316,1.385,0.097,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,96
E3,Stationary,S21,21,S,1,S21-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96
F3,Stationary,S21,21,S,1,S21-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96
G11,Stationary,S21,21,S,2,S21-2,ACTIN,1.391,Amp,UNKNOWN,18.174,18.136,0.053,135503.28,138839.64,4718.335,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,13,FALSE,98
H11,Stationary,S21,21,S,2,S21-2,ACTIN,1.394,Amp,UNKNOWN,18.099,18.136,0.053,142176.02,138839.64,4718.335,36.5667,0.9988,-3.584,90.11565,TRUE,0.173,TRUE,3,13,FALSE,98
C11,Stationary,S21,21,S,2,S21-2,BQCV,1.296,Amp,UNKNOWN,25.428,25.369,0.083,530.787,552.352,30.497,34.8074,0.9981,-3.4422,95.21442,TRUE,0.094,TRUE,3,21,FALSE,98
D11,Stationary,S21,21,S,2,S21-2,BQCV,1.283,Amp,UNKNOWN,25.311,25.369,0.083,573.916,552.352,30.497,34.8074,0.9981,-3.4422,95.21442,TRUE,0.094,TRUE,3,21,FALSE,98
A11,Stationary,S21,21,S,2,S21-2,DWV,1.299,Amp,UNKNOWN,26.335,25.922,0.585,315.358,427.115,158.048,35.2228,0.993,-3.5567,91.05548,TRUE,0.048,TRUE,3,23,FALSE,98
B11,Stationary,S21,21,S,2,S21-2,DWV,1.294,Amp,UNKNOWN,25.508,25.922,0.585,538.871,427.115,158.048,35.2228,0.993,-3.5567,91.05548,TRUE,0.048,TRUE,3,22,FALSE,98
E11,Stationary,S21,21,S,2,S21-2,IAPV,0.672,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.231,TRUE,3,35,TRUE,98
F11,Stationary,S21,21,S,2,S21-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.231,TRUE,3,39,TRUE,98
G3,Stationary,S21,21,S,3,S21-3,ACTIN,1.394,Amp,UNKNOWN,19.204,18.907,0.42,69902.22,86142.64,22967.416,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,14,FALSE,101
H3,Stationary,S21,21,S,3,S21-3,ACTIN,1.4,Amp,UNKNOWN,18.61,18.907,0.42,102383.055,86142.64,22967.416,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
C3,Stationary,S21,21,S,3,S21-3,BQCV,1.302,Amp,UNKNOWN,19.353,18.839,0.727,30890.95,46157.965,21590.818,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,15,FALSE,101
D3,Stationary,S21,21,S,3,S21-3,BQCV,1.305,Amp,UNKNOWN,18.325,18.839,0.727,61424.977,46157.965,21590.818,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,14,FALSE,101
A3,Stationary,S21,21,S,3,S21-3,DWV,1.286,Amp,UNKNOWN,33,33.305,0.432,4.218,3.529,0.974,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,29,FALSE,101
B3,Stationary,S21,21,S,3,S21-3,DWV,1.291,Amp,UNKNOWN,33.61,33.305,0.432,2.84,3.529,0.974,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,29,FALSE,101
E3,Stationary,S21,21,S,3,S21-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
F3,Stationary,S21,21,S,3,S21-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
G1,Stationary,S22,22,S,1,S22-1,ACTIN,1.386,Amp,UNKNOWN,18.682,18.658,0.035,97730.61,99307.73,2230.375,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
H1,Stationary,S22,22,S,1,S22-1,ACTIN,1.39,Amp,UNKNOWN,18.633,18.658,0.035,100884.836,99307.73,2230.375,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
C1,Stationary,S22,22,S,1,S22-1,BQCV,1.26,Amp,UNKNOWN,31.468,31.727,0.367,9.338,7.968,1.937,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,27,FALSE,99
D1,Stationary,S22,22,S,1,S22-1,BQCV,1.264,Amp,UNKNOWN,31.987,31.727,0.367,6.598,7.968,1.937,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,27,FALSE,99
A1,Stationary,S22,22,S,1,S22-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99
B1,Stationary,S22,22,S,1,S22-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99
E1,Stationary,S22,22,S,1,S22-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
F1,Stationary,S22,22,S,1,S22-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
G2,Stationary,S22,22,S,2,S22-2,ACTIN,1.39,Amp,UNKNOWN,17.797,17.884,0.123,172563.83,163454.45,12882.602,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,12,FALSE,99
H2,Stationary,S22,22,S,2,S22-2,ACTIN,1.4,Amp,UNKNOWN,17.971,17.884,0.123,154345.08,163454.45,12882.602,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,12,FALSE,99
C2,Stationary,S22,22,S,2,S22-2,BQCV,1.286,Amp,UNKNOWN,25.703,25.795,0.13,441.546,415.919,36.242,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,21,FALSE,99
D2,Stationary,S22,22,S,2,S22-2,BQCV,1.287,Amp,UNKNOWN,25.887,25.795,0.13,390.292,415.919,36.242,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,21,FALSE,99
E2,Stationary,S22,22,S,2,S22-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
F2,Stationary,S22,22,S,2,S22-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
F6,Stationary,S22,22,S,2,S22-2,ACTIN,1.407,Amp,UNKNOWN,17.056,17.028,0.04,277829.53,282976.62,7279.065,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,11,FALSE,106
G6,Stationary,S22,22,S,2,S22-2,ACTIN,1.425,Amp,UNKNOWN,17,17.028,0.04,288123.7,282976.62,7279.065,36.5667,0.9988,-3.584,90.11565,TRUE,0.213,TRUE,3,11,FALSE,106
A6,Stationary,S22,22,S,2,S22-2,DWV,1.317,Amp,UNKNOWN,33.556,34.384,0.794,2.942,1.333,1.49,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,29,FALSE,106
B6,Stationary,S22,22,S,2,S22-2,DWV,1.304,Amp,UNKNOWN,34.459,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,30,TRUE,106
C6,Stationary,S22,22,S,2,S22-2,DWV,1.315,Amp,UNKNOWN,35.138,34.384,0.794,1.056,1.333,1.49,35.2228,0.993,-3.5567,91.05548,TRUE,0.121,TRUE,3,30,FALSE,106
G1,Stationary,S22,22,S,3,S22-3,ACTIN,1.403,Amp,UNKNOWN,17.712,17.642,0.1,182271.03,190946.89,12269.502,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104
H1,Stationary,S22,22,S,3,S22-3,ACTIN,1.404,Amp,UNKNOWN,17.571,17.642,0.1,199622.73,190946.89,12269.502,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104
C1,Stationary,S22,22,S,3,S22-3,BQCV,1.318,Amp,UNKNOWN,15.961,15.855,0.15,298525.66,321355.72,32286.57,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,11,FALSE,104
D1,Stationary,S22,22,S,3,S22-3,BQCV,1.312,Amp,UNKNOWN,15.749,15.855,0.15,344185.75,321355.72,32286.57,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,11,FALSE,104
A1,Stationary,S22,22,S,3,S22-3,DWV,1.304,Amp,UNKNOWN,29.941,29.84,0.143,30.554,32.693,3.025,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,25,FALSE,104
B1,Stationary,S22,22,S,3,S22-3,DWV,1.295,Amp,UNKNOWN,29.738,29.84,0.143,34.831,32.693,3.025,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,25,FALSE,104
E1,Stationary,S22,22,S,3,S22-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104
F1,Stationary,S22,22,S,3,S22-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104
G3,Stationary,S23,23,S,1,S23-1,ACTIN,1.388,Amp,UNKNOWN,18.781,18.822,0.059,91736.625,89351.86,3372.568,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
H3,Stationary,S23,23,S,1,S23-1,ACTIN,1.397,Amp,UNKNOWN,18.864,18.822,0.059,86967.09,89351.86,3372.568,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
C3,Stationary,S23,23,S,1,S23-1,BQCV,1.272,Amp,UNKNOWN,28.935,28.968,0.048,50.823,49.706,1.58,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,24,FALSE,99
D3,Stationary,S23,23,S,1,S23-1,BQCV,1.282,Amp,UNKNOWN,29.002,28.968,0.048,48.589,49.706,1.58,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,25,FALSE,99
A3,Stationary,S23,23,S,1,S23-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99
B3,Stationary,S23,23,S,1,S23-1,DWV,0.559,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,35,TRUE,99
E3,Stationary,S23,23,S,1,S23-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
F3,Stationary,S23,23,S,1,S23-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
G4,Stationary,S23,23,S,2,S23-2,ACTIN,1.41,Amp,UNKNOWN,18.905,18.732,0.244,84731,95240.89,14863.233,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
H4,Stationary,S23,23,S,2,S23-2,ACTIN,1.398,Amp,UNKNOWN,18.56,18.732,0.244,105750.78,95240.89,14863.233,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
C4,Stationary,S23,23,S,2,S23-2,BQCV,1.285,Amp,UNKNOWN,27.521,27.398,0.174,130.829,142.511,16.521,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,23,FALSE,99
D4,Stationary,S23,23,S,2,S23-2,BQCV,1.277,Amp,UNKNOWN,27.276,27.398,0.174,154.193,142.511,16.521,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,23,FALSE,99
A4,Stationary,S23,23,S,2,S23-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99
B4,Stationary,S23,23,S,2,S23-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99
E4,Stationary,S23,23,S,2,S23-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
F4,Stationary,S23,23,S,2,S23-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99
G4,Stationary,S23,23,S,3,S23-3,ACTIN,1.392,Amp,UNKNOWN,18.36,18.28,0.113,120211,126693.555,9167.713,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
H4,Stationary,S23,23,S,3,S23-3,ACTIN,1.396,Amp,UNKNOWN,18.201,18.28,0.113,133176.11,126693.555,9167.713,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
C4,Stationary,S23,23,S,3,S23-3,BQCV,1.284,Amp,UNKNOWN,13.241,13.263,0.032,1842227.8,1814966.2,38553.707,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,9,FALSE,101
D4,Stationary,S23,23,S,3,S23-3,BQCV,1.282,Amp,UNKNOWN,13.286,13.263,0.032,1787704.6,1814966.2,38553.707,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,9,FALSE,101
A4,Stationary,S23,23,S,3,S23-3,DWV,1.296,Amp,UNKNOWN,31.189,30.828,0.511,13.618,17.679,5.744,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,27,FALSE,101
B4,Stationary,S23,23,S,3,S23-3,DWV,1.29,Amp,UNKNOWN,30.467,30.828,0.511,21.74,17.679,5.744,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,26,FALSE,101
E4,Stationary,S23,23,S,3,S23-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
F4,Stationary,S23,23,S,3,S23-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
G5,Stationary,S24,24,S,1,S24-1,ACTIN,1.381,Amp,UNKNOWN,18.414,18.565,0.213,116091.77,105872.695,14451.955,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
H5,Stationary,S24,24,S,1,S24-1,ACTIN,1.392,Amp,UNKNOWN,18.716,18.565,0.213,95653.625,105872.695,14451.955,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99
C5,Stationary,S24,24,S,1,S24-1,BQCV,1.281,Amp,UNKNOWN,28.515,28.322,0.274,67.287,77.24,14.075,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,24,FALSE,99
D5,Stationary,S24,24,S,1,S24-1,BQCV,1.279,Amp,UNKNOWN,28.128,28.322,0.274,87.193,77.24,14.075,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,24,FALSE,99
A5,Stationary,S24,24,S,1,S24-1,DWV,1.285,Amp,UNKNOWN,33.113,35.78,3.771,3.918,2.021,2.683,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,29,FALSE,99
