,sample_name,ID,labID,treatmentID,Treatment,SamplingEvent,VarroaLoad,NosemaChamber1,NosemaChamber2,MiteCounter,QueenStatus,BroodPattern,FOB,ChalkBrood,AFB,EFB,PMS,SBV,Snot,BSB,DWV,WaxMoth,SmallBeetle,Date,Yard,BeesAlcPulled,BeesAlcRemain,TotBees,dil.factor,NosemaChamber1Recount,NosemaChamber2Recount,BQCVload,DWVload,IAPVload,DWVbinary,IAPVbinary,BQCVbinary,NosemaLoad,NosemaLoadRecount,Varroa,logDWV,logBQCV,NosemaBinary,VarroaBinary
110,S21-2,S21,21,S,Stationary,2,2,0,0,Greer,QueenRight,3,17,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,65,165,14.8235,0,0,3268406.883,2527347.789,0,1,0,1,0,0,1.212121212,14.7426814,14.99981354,0,1
111,S21-3,S21,21,S,Stationary,3,2,5,4,Kendall,Queenless,3,10,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,143,243,20.75,8,5,440212267.1,0,0,0,0,1,4.5,6.5,0.823045267,0,19.9027676,1,1
112,S22-1,S22,22,S,Stationary,1,3,6,19,Greer,QueenRight,5,7,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,27,227,9.6675,6,6,65917.37967,0,0,0,0,1,12.5,6,1.321585903,0,11.09617258,1,1
113,S22-2,S22,22,S,Stationary,2,13,3,11,Greer,QueenRight,4,10,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,77,177,16.0045,9,14,2090478.359,0,0,0,0,1,7,11.5,7.344632768,0,14.55290396,1,1
114,S22-3,S22,22,S,Stationary,3,15,5,1,Sam,QueenRight,4,22,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,102,202,17.763,11,4,1382633610,140661.696,0,1,0,1,3,7.5,7.425742574,11.85412008,21.04725593,1,1
115,S23-1,S23,23,S,Stationary,1,0,7,11,Greer,QueenRight,5,7,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,18,218,10.6515,7,10,457023.8689,0,0,0,0,1,9,8.5,0,0,13.03249309,1,0
116,S23-2,S23,23,S,Stationary,2,1,2,0,Greer,QueenRight,4,20,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,176,276,25.6665,0,0,1229302.053,0,0,0,0,1,1,0,0.362318841,0,14.02195794,0,1
117,S23-3,S23,23,S,Stationary,3,9,1,0,Kendall,QueenCellsPresent,4,20,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,123,223,19.2435,1,1,11769220066,114640.1743,0,1,0,1,0.5,1,4.035874439,11.64956231,23.18875349,1,1
118,S24-1,S24,24,S,Stationary,1,1,15,18,Greer,QueenRight,5,8,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,35,235,5.3365,20,20,599365.8042,0,0,0,0,1,16.5,20,0.425531915,0,13.30362905,1,1
119,S24-2,S24,24,S,Stationary,2,0,3,4,Greer,QueenRight,5,20,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,130,230,9.47,0,0,1537139.244,788709.8163,0,1,0,1,3.5,0,0,13.57815501,14.24543426,0,0
120,S24-3,S24,24,S,Stationary,3,7,1,0,Sam,QueenRight,5,20,0,0,0,0,0,0,1,0,0,0,25-Apr,franks ,100,104,204,21.755,0,1,1180419764,0,0,0,0,1,0.5,0.5,3.431372549,0,20.88913594,1,1
121,S25-1,S25,25,S,Stationary,1,0,16,18,Greer,QueenRight,4,7,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,13,213,3.1595,35,24,4501333.914,0,0,0,0,1,17,29.5,0,0,15.31988456,1,0
122,S25-2,S25,25,S,Stationary,2,0,9,7,Greer,QueenRight,2,15,0,0,0,0,1,0,0,0,0,0,28-Feb,Franks,100,172,272,20.125,6,7,484485568.7,0,0,0,0,1,8,6.5,0,0,19.9985982,1,0
123,S25-3,S25,25,S,Stationary,3,9,2,2,Kendall,QueenRight,3,20,0,0,0,0,1,0,0,0,0,0,25-Apr,franks ,100,115,215,11.373,5,5,195321664.3,0,0,0,0,1,2,5,4.186046512,0,19.09015832,1,1
124,S26-1,S26,26,S,Stationary,1,1,15,28,Greer,QueenRight,5,8,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,40,240,9.705,19,31,197581.3583,0,0,0,0,1,21.5,25,0.416666667,0,12.19391078,1,1
125,S26-2,S26,26,S,Stationary,2,5,0,0,Greer,QueenRight,4,17,0,0,0,0,0,0,1,0,0,0,28-Feb,Franks,100,292,392,22.3355,0,0,2158479.851,43809.09398,0,1,0,1,0,0,1.275510204,10.68761953,14.58491522,0,1
126,S26-3,S26,26,S,Stationary,3,1,8,4,Sam,QueenCellsPresent,4,24,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,139,239,28.784,14,16,2227525322,28802.41234,0,1,0,1,6,15,0.418410042,10.26824914,21.52415709,1,1
127,S27-1,S27,27,S,Stationary,1,1,21,20,Greer,QueenRight,5,8,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,1,201,8.6305,24,29,1653091.299,0,0,0,0,1,20.5,26.5,0.497512438,0,14.31815821,1,1
128,S27-2,S27,27,S,Stationary,2,4,14,12,Greer,QueenRight,5,20,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,178,278,28.1115,2,5,1811072.358,0,0,0,0,1,13,3.5,1.438848921,0,14.40943024,1,1
129,S27-3,S27,27,S,Stationary,3,17,0,1,Kendall,QueenCellsPresent,5,28,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,162,262,23.157,0,2,6920503245,32354.82175,0,1,0,1,0.5,1,6.488549618,10.38454925,22.65775433,1,1
130,S28-1,S28,28,S,Stationary,1,0,8,7,Greer,QueenRight,5,8,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,36,236,17.199,6,9,228539.8304,0,0,0,0,1,7.5,7.5,0,0,12.33947016,1,0
131,S28-2,S28,28,S,Stationary,2,7,0,0,Greer,Queenless,4,6,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,289,389,17.792,0,0,4101776.05,0,0,0,0,1,0,0,1.799485861,0,15.22693086,0,1
132,S28-3,S28,28,S,Stationary,3,3,2,1,Sam,QueenRight,4,15,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,41,141,21.3995,1,2,674542581,45654.01561,0,1,0,1,1.5,1.5,2.127659574,10.72886875,20.32954536,1,1
133,S29-1,S29,29,S,Stationary,1,0,29,26,Greer,QueenRight,5,7,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,39,239,2.065,38,24,3360669.368,0,0,0,0,1,27.5,31,0,0,15.02765103,1,0
134,S29-2,S29,29,S,Stationary,2,1,1,2,Greer,QueenRight,4,15,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,254,354,25.5685,0,0,283999.6645,0,0,0,0,1,1.5,0,0.282485876,0,12.55673186,0,1
135,S29-3,S29,29,S,Stationary,3,2,3,2,Kendall,QueenRight,3,23,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,144,244,25.4785,4,8,50810771.35,43224.76073,0,1,0,1,2.5,6,0.819672131,10.67419191,17.74361894,1,1
136,S30-1,S30,30,S,Stationary,1,1,48,54,Greer,QueenRight,5,7,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,23,223,14.2975,80,52,1469888.346,0,0,0,0,1,51,66,0.448430493,0,14.20069768,1,1
137,S30-2,S30,30,S,Stationary,2,3,1,0,Greer,QueenRight,3,15,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,235,335,20.6105,1,0,676830.3747,0,0,0,0,1,0.5,0.5,0.895522388,0,13.42517744,1,1
138,S30-3,S30,30,S,Stationary,3,1,1,5,Sam,QueenRight,4,25,0,0,0,1,0,0,1,0,0,0,25-Apr,franks ,100,99,199,14.1135,4,5,9325372.378,0,0,0,0,1,3,4.5,0.502512563,0,16.04824956,1,1
139,S31-1,S31,31,S,Stationary,1,0,13,15,Greer,QueenRight,5,8,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,160,0,160,11.1355,7,6,5506809.922,0,0,0,0,1,14,6.5,0,0,15.52149623,1,0
140,S31-2,S31,31,S,Stationary,2,2,1,0,Greer,QueenRight,4,15,0,0,0,0,0,0,0,0,0,0,28-Feb,Franks,100,202,302,17.268,0,0,84796508.94,19718206.06,0,1,0,1,0.5,0,0.662251656,16.79705298,18.25576494,0,1
141,S31-3,S31,31,S,Stationary,3,1,14,12,Sam,QueenRight,4,22,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,91,191,21.0695,14,12,572583076.1,94052.17765,0,1,0,1,13,13,0.523560209,11.45161562,20.1656684,1,1
142,S32-1,S32,32,S,Stationary,1,1,20,11,Greer,QueenRight,4,7,0,0,0,0,0,0,0,0,0,0,25-Jan,Franks,200,6,206,8.5545,10,16,1713361.378,0,0,0,0,1,15.5,13,0.485436893,0,14.3539683,1,1
143,S32-2,S32,32,S,Stationary,2,0,7,5,Greer,QueenRight,5,20,0,0,0,0,0,0,1,0,0,0,28-Feb,Franks,100,250,350,20.8015,4,4,1825839.122,1356647.971,0,1,0,1,6,4,0,14.12052822,14.41755078,1,0
144,S32-3,S32,32,S,Stationary,3,1,2,4,Sam,QueenRight,4,30,0,0,0,0,0,0,0,0,0,0,25-Apr,franks ,100,139,239,16.686,2,4,1909876308,18789258.14,0,1,0,1,3,3,0.418410042,16.74879594,21.37030432,1,1
