well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
C10,332,BQCV,1.203,Amp,UNKNOWN,27.12,27.14,0.028,171.061,168.861,3.112,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,23,FALSE,61
C11,333,BQCV,1.21,Amp,UNKNOWN,25.293,25.402,0.153,580.781,541.564,55.462,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,21,FALSE,61
C12,No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,39,FALSE,61
D1,323,BQCV,1.194,Amp,UNKNOWN,30.852,30.819,0.046,14.098,14.413,0.446,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,27,FALSE,61
D2,324,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,39,FALSE,61
D3,325,BQCV,1.203,Amp,UNKNOWN,27.52,27.584,0.09,130.968,125.6,7.592,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,23,FALSE,61
D4,326,BQCV,1.21,Amp,UNKNOWN,31.067,30.585,0.682,12.204,17.731,7.816,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,27,FALSE,61
D5,327,BQCV,1.209,Amp,UNKNOWN,27.763,27.814,0.071,111.267,107.631,5.142,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,24,FALSE,61
D6,328,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,39,FALSE,61
D7,329,BQCV,1.206,Amp,UNKNOWN,31.045,30.554,0.694,12.386,18.135,8.131,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,27,FALSE,61
D8,330,BQCV,1.229,Amp,UNKNOWN,21.974,21.981,0.01,5348.1,5324.05,34.012,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,18,FALSE,61
D9,331,BQCV,0,No Amp,UNKNOWN,Undetermined,34.254,NA,2.53E+10,1.448,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,39,FALSE,61
D10,332,BQCV,1.215,Amp,UNKNOWN,27.159,27.14,0.028,166.66,168.861,3.112,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,23,FALSE,61
D11,333,BQCV,1.203,Amp,UNKNOWN,25.51,25.402,0.153,502.346,541.564,55.462,34.8074,0.9981,-3.4422,95.21442,TRUE,0.072,TRUE,3,21,FALSE,61
E1,323,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E2,324,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E3,325,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E4,326,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E5,327,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E6,328,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E7,329,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E8,330,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E9,331,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E10,332,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E11,333,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
E12,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F1,323,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F2,324,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F3,325,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F4,326,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F5,327,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F6,328,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F7,329,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F8,330,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F9,331,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F10,332,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
F11,333,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,61
G1,323,ACTIN,1.32,Amp,UNKNOWN,17.498,17.551,0.075,209159.05,202246.58,9775.7,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
G2,324,ACTIN,1.329,Amp,UNKNOWN,17.057,17.021,0.051,277762.16,284301.53,9248.093,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
G3,325,ACTIN,1.313,Amp,UNKNOWN,17.276,17.337,0.087,241292.44,232116.77,12976.352,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
G4,326,ACTIN,1.325,Amp,UNKNOWN,18.102,18.211,0.154,141904.31,132612.73,13140.272,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
G5,327,ACTIN,1.314,Amp,UNKNOWN,18.245,18.243,0.003,129457.76,129628.836,241.941,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
G6,328,ACTIN,1.323,Amp,UNKNOWN,18.495,18.485,0.014,110237.52,110932.76,983.219,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
G7,329,ACTIN,1.334,Amp,UNKNOWN,16.502,16.53,0.04,396685.28,389523.62,10128.104,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,11,FALSE,61
G8,330,ACTIN,1.331,Amp,UNKNOWN,16.975,16.976,0.002,292761.8,292446.1,446.493,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
G9,331,ACTIN,1.325,Amp,UNKNOWN,19.724,19.663,0.085,50066.824,52076.66,2842.336,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,15,FALSE,61
G10,332,ACTIN,1.34,Amp,UNKNOWN,18.856,18.861,0.008,87446.055,87147.945,421.586,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,14,FALSE,61
G11,333,ACTIN,1.331,Amp,UNKNOWN,18.451,18.443,0.012,113388.53,113984.46,842.764,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
G12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,39,FALSE,61
H1,323,ACTIN,1.328,Amp,UNKNOWN,17.605,17.551,0.075,195334.11,202246.58,9775.7,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
H2,324,ACTIN,1.334,Amp,UNKNOWN,16.985,17.021,0.051,290840.9,284301.53,9248.093,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
H3,325,ACTIN,1.306,Amp,UNKNOWN,17.399,17.337,0.087,222941.1,232116.77,12976.352,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
H4,326,ACTIN,1.318,Amp,UNKNOWN,18.32,18.211,0.154,123321.164,132612.73,13140.272,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
H5,327,ACTIN,1.316,Amp,UNKNOWN,18.241,18.243,0.003,129799.914,129628.836,241.941,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
H6,328,ACTIN,1.323,Amp,UNKNOWN,18.475,18.485,0.014,111628,110932.76,983.219,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
H7,329,ACTIN,1.324,Amp,UNKNOWN,16.559,16.53,0.04,382362,389523.62,10128.104,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,11,FALSE,61
H8,330,ACTIN,1.333,Amp,UNKNOWN,16.978,16.976,0.002,292130.38,292446.1,446.493,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,12,FALSE,61
H9,331,ACTIN,1.323,Amp,UNKNOWN,19.603,19.663,0.085,54086.492,52076.66,2842.336,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,14,FALSE,61
H10,332,ACTIN,1.341,Amp,UNKNOWN,18.866,18.861,0.008,86849.84,87147.945,421.586,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,14,FALSE,61
H11,333,ACTIN,1.325,Amp,UNKNOWN,18.435,18.443,0.012,114580.38,113984.46,842.764,36.5667,0.9988,-3.584,90.11565,TRUE,0.144,TRUE,3,13,FALSE,61
A1,269,DWV,1.389,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,62
A2,270,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
A3,272,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
A4,274,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
A5,276,DWV,1.008,Inconclusive,UNKNOWN,36.377,36.377,NA,0.474,0.474,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,62
A6,277,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
A12,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
B1,269,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,62
B2,270,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
B3,272,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
B4,274,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,62
B5,276,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,62
B6,277,DWV,1.006,Inconclusive,UNKNOWN,36.259,36.259,NA,0.511,0.511,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,62
C1,267,BQCV,1.047,Amp,UNKNOWN,22.815,22.094,1.02,3047.167,5522.846,3501.138,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,19,FALSE,62
C2,268,BQCV,1.076,Amp,UNKNOWN,29.807,29.625,0.259,28.35,32.279,5.556,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,26,FALSE,62
C3,269,BQCV,1.092,Amp,UNKNOWN,25.096,25.475,0.535,662.667,530.994,186.213,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,22,FALSE,62
C4,270,BQCV,1.071,Amp,UNKNOWN,28.876,30.513,2.315,52.875,29.397,33.204,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,25,FALSE,62
C5,271,BQCV,1.083,Amp,UNKNOWN,30.517,30.622,0.15,17.641,16.478,1.645,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,27,FALSE,62
C6,272,BQCV,1.092,Amp,UNKNOWN,28.06,28.816,1.07,91.253,62.208,41.076,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,24,FALSE,62
C7,273,BQCV,1.076,Amp,UNKNOWN,26.332,26.557,0.319,289.962,252.183,53.428,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,22,FALSE,62
C8,274,BQCV,1.095,Amp,UNKNOWN,32.628,33.505,1.24,4.297,2.813,2.098,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,29,FALSE,62
C9,275,BQCV,1.073,Amp,UNKNOWN,27.174,27.043,0.185,165.083,180.908,22.38,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,24,FALSE,62
C10,276,BQCV,1.053,Amp,UNKNOWN,28.296,27.672,0.882,77.892,128.694,71.845,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,24,FALSE,62
C11,277,BQCV,0.755,Inconclusive,UNKNOWN,Undetermined,NA,NA,0,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,39,TRUE,62
C12,No Sample,BQCV,0.705,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,39,FALSE,62
D1,267,BQCV,1.086,Amp,UNKNOWN,21.372,22.094,1.02,7998.524,5522.846,3501.138,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,17,FALSE,62
D2,268,BQCV,1.103,Amp,UNKNOWN,29.442,29.625,0.259,36.207,32.279,5.556,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,26,FALSE,62
D3,269,BQCV,1.057,Amp,UNKNOWN,25.853,25.475,0.535,399.322,530.994,186.213,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,22,FALSE,62
D4,270,BQCV,0.687,Amp,UNKNOWN,32.149,30.513,2.315,5.918,29.397,33.204,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,27,FALSE,62
D5,271,BQCV,1.088,Amp,UNKNOWN,30.728,30.622,0.15,15.314,16.478,1.645,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,27,FALSE,62
D6,272,BQCV,1.075,Amp,UNKNOWN,29.573,28.816,1.07,33.163,62.208,41.076,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,26,FALSE,62
D7,273,BQCV,1.078,Amp,UNKNOWN,26.783,26.557,0.319,214.403,252.183,53.428,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,23,FALSE,62
D8,274,BQCV,1.097,Amp,UNKNOWN,34.381,33.505,1.24,1.33,2.813,2.098,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,31,FALSE,62
D9,275,BQCV,1.1,Amp,UNKNOWN,26.911,27.043,0.185,196.733,180.908,22.38,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,23,FALSE,62
D10,276,BQCV,1.107,Amp,UNKNOWN,27.048,27.672,0.882,179.496,128.694,71.845,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,23,FALSE,62
D11,277,BQCV,1.054,Amp,UNKNOWN,26.266,26.266,NA,302.946,302.946,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.051,TRUE,3,22,FALSE,62
E1,267,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,TRUE,62
E2,268,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,TRUE,62
E3,269,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,TRUE,62
E12,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,62
F1,267,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,TRUE,62
F2,268,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,TRUE,62
F3,269,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.2,TRUE,3,39,FALSE,62
G1,267,ACTIN,1.23,Amp,UNKNOWN,16.831,16.83,0.001,321173,321273.38,141.974,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,12,FALSE,62
G2,268,ACTIN,1.231,Amp,UNKNOWN,18.457,18.402,0.079,112930.38,117131.44,5941.187,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,14,FALSE,62
G3,269,ACTIN,1.224,Amp,UNKNOWN,17.283,17.249,0.047,240228.86,245518.02,7480.005,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
G4,270,ACTIN,1.244,Amp,UNKNOWN,17.146,17.106,0.056,262263.97,269102.16,9670.671,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
G5,271,ACTIN,1.246,Amp,UNKNOWN,18.918,18.881,0.052,83996.59,86045.164,2897.116,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,14,FALSE,62
G6,272,ACTIN,1.226,Amp,UNKNOWN,19.287,19.294,0.01,66287.47,65987.68,423.969,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,15,FALSE,62
G7,273,ACTIN,1.248,Amp,UNKNOWN,17.321,17.353,0.044,234319.84,229704.61,6526.918,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
G8,274,ACTIN,1.241,Amp,UNKNOWN,18.061,18.134,0.103,145666.38,139188.69,9160.835,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
G9,275,ACTIN,1.238,Amp,UNKNOWN,16.223,16.289,0.092,474370.12,455283.7,26992.297,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,12,FALSE,62
G10,276,ACTIN,1.243,Amp,UNKNOWN,17.029,17.177,0.21,282775.22,258240.98,34696.65,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,12,FALSE,62
G11,277,ACTIN,1.246,Amp,UNKNOWN,16.779,16.779,NA,332014.84,332014.84,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,12,FALSE,62
G12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,39,TRUE,62
H1,267,ACTIN,1.23,Amp,UNKNOWN,16.83,16.83,0.001,321373.78,321273.38,141.974,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,12,FALSE,62
H2,268,ACTIN,1.244,Amp,UNKNOWN,18.346,18.402,0.079,121332.49,117131.44,5941.187,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
H3,269,ACTIN,1.228,Amp,UNKNOWN,17.215,17.249,0.047,250807.19,245518.02,7480.005,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
H4,270,ACTIN,1.249,Amp,UNKNOWN,17.067,17.106,0.056,275940.34,269102.16,9670.671,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
H5,271,ACTIN,1.248,Amp,UNKNOWN,18.844,18.881,0.052,88093.734,86045.164,2897.116,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,14,FALSE,62
H6,272,ACTIN,1.233,Amp,UNKNOWN,19.301,19.294,0.01,65687.88,65987.68,423.969,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,15,FALSE,62
H7,273,ACTIN,1.234,Amp,UNKNOWN,17.384,17.353,0.044,225089.39,229704.61,6526.918,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
H8,274,ACTIN,1.24,Amp,UNKNOWN,18.206,18.134,0.103,132711,139188.69,9160.835,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,14,FALSE,62
H9,275,ACTIN,1.257,Amp,UNKNOWN,16.354,16.289,0.092,436197.25,455283.7,26992.297,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,12,FALSE,62
H10,276,ACTIN,1.198,Amp,UNKNOWN,17.325,17.177,0.21,233706.75,258240.98,34696.65,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,13,FALSE,62
H11,277,ACTIN,0,No Amp,UNKNOWN,Undetermined,16.779,NA,3.03E+10,332014.84,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.095,TRUE,3,39,FALSE,62
A1,334,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A2,335,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A3,336,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A4,337,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A5,338,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A6,339,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A7,340,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A8,341,DWV,1.142,Amp,UNKNOWN,34.451,34.451,NA,1.648,1.648,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,31,FALSE,63
A9,342,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
A10,343,DWV,1.113,Amp,UNKNOWN,31.014,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,28,TRUE,63
A11,344,DWV,1.118,Amp,UNKNOWN,33.088,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,30,TRUE,63
A12,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
B1,334,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
B2,335,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
B3,336,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
B4,337,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,FALSE,63
B5,338,DWV,1.013,No Amp,UNKNOWN,36.776,36.776,NA,0.366,0.366,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,33,FALSE,63
B6,339,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,FALSE,63
B7,340,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.043,TRUE,3,39,TRUE,63
