well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
G12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,39,FALSE,48
H1,194,ACTIN,1.443,Amp,UNKNOWN,17.638,17.589,0.068,191221.27,197357.34,8677.732,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,12,FALSE,48
H2,195,ACTIN,1.436,Amp,UNKNOWN,17.038,17.044,0.009,281139.94,279961.84,1666.055,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,12,FALSE,48
H3,196,ACTIN,1.426,Amp,UNKNOWN,18.379,18.416,0.052,118736.305,116005.76,3861.577,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,13,FALSE,48
H4,197,ACTIN,1.439,Amp,UNKNOWN,17.537,17.491,0.065,203938.53,210159.92,8798.377,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,12,FALSE,48
H5,198,ACTIN,1.446,Amp,UNKNOWN,17.738,17.766,0.039,179264.08,176137.55,4421.581,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,12,FALSE,48
H6,199,ACTIN,1.448,Amp,UNKNOWN,16.677,16.761,0.119,354505.5,336372.88,25643.408,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,11,FALSE,48
H7,200,ACTIN,1.44,Amp,UNKNOWN,18,17.905,0.135,151485.89,161360.17,13964.343,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,13,FALSE,48
H8,201,ACTIN,1.443,Amp,UNKNOWN,16.625,16.649,0.034,366525.53,361014.9,7793.187,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,11,FALSE,48
H9,202,ACTIN,1.453,Amp,UNKNOWN,16.691,16.674,0.024,351365.66,355284.66,5542.308,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,11,FALSE,48
H10,203,ACTIN,1.448,Amp,UNKNOWN,17.075,17.048,0.037,274494.9,279248.7,6722.853,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,12,FALSE,48
H11,204,ACTIN,1.349,Amp,UNKNOWN,18.367,18.206,0.228,119659.58,133425.03,19467.283,36.5667,0.9988,-3.584,90.11565,TRUE,0.202,TRUE,3,13,FALSE,48
A1,212,DWV,1.253,Amp,UNKNOWN,34.387,34.387,NA,1.718,1.718,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,51
A2,213,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
A3,214,DWV,0,No Amp,UNKNOWN,Undetermined,39.135,NA,1.53E+10,0.079,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
A4,215,DWV,0,No Amp,UNKNOWN,Undetermined,34.874,NA,1.53E+10,1.253,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
A5,216,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,51
A6,217,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
A7,218,DWV,1.324,Amp,UNKNOWN,31.85,32.076,0.319,8.879,7.753,1.592,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,29,FALSE,51
A8,219,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
A9,220,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
A10,221,DWV,0.755,Inconclusive,UNKNOWN,38.757,36.579,3.08,0.101,0.902,1.132,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,51
A11,222,DWV,1.269,Amp,UNKNOWN,34.422,35.928,2.129,1.679,0.959,1.018,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,51
A12,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
B1,212,DWV,0,No Amp,UNKNOWN,Undetermined,34.387,NA,1.53E+10,1.718,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
B2,213,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
B3,214,DWV,0.717,No Amp,UNKNOWN,39.135,39.135,NA,0.079,0.079,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,51
B4,215,DWV,1.255,Inconclusive,UNKNOWN,34.874,34.874,NA,1.253,1.253,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,32,FALSE,51
B5,216,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
B6,217,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,51
B7,218,DWV,1.32,Amp,UNKNOWN,32.302,32.076,0.319,6.627,7.753,1.592,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,29,FALSE,51
B8,219,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
B9,220,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,51
B10,221,DWV,1.272,Inconclusive,UNKNOWN,34.401,36.579,3.08,1.702,0.902,1.132,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,51
B11,222,DWV,0.98,No Amp,UNKNOWN,37.433,35.928,2.129,0.239,0.959,1.018,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,51
C1,212,BQCV,1.318,Amp,UNKNOWN,29.355,29.18,0.248,38.358,43.439,7.185,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,25,FALSE,51
C2,213,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,39,FALSE,51
C3,214,BQCV,1.304,Amp,UNKNOWN,26.976,26.816,0.226,188.473,210.892,31.706,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,22,FALSE,51
C4,215,BQCV,1.31,Amp,UNKNOWN,33.713,33.713,NA,2.08,2.08,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,29,FALSE,51
C5,216,BQCV,1.336,Amp,UNKNOWN,23.391,23.391,NA,2072.838,2072.838,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,19,FALSE,51
C6,217,BQCV,1.314,Amp,UNKNOWN,28.987,29.258,0.383,49.089,41.628,10.552,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,24,FALSE,51
C7,218,BQCV,1.331,Amp,UNKNOWN,23.772,23.723,0.069,1606.676,1660.504,76.124,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,19,FALSE,51
C8,219,BQCV,1.328,Amp,UNKNOWN,30.562,30.708,0.206,17.113,15.597,2.143,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,26,FALSE,51
C9,220,BQCV,1.32,Amp,UNKNOWN,29.851,29.863,0.016,27.534,27.322,0.301,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,25,FALSE,51
C10,221,BQCV,1.339,Amp,UNKNOWN,21.471,21.316,0.218,7490.274,8349.739,1215.467,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,17,FALSE,51
C11,222,BQCV,1.326,Amp,UNKNOWN,27.912,27.81,0.144,100.739,108.068,10.365,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,23,FALSE,51
C12,No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,39,FALSE,51
D1,212,BQCV,1.289,Amp,UNKNOWN,29.004,29.18,0.248,48.52,43.439,7.185,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,24,FALSE,51
D2,213,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,39,FALSE,51
D3,214,BQCV,1.32,Amp,UNKNOWN,26.656,26.816,0.226,233.312,210.892,31.706,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,22,FALSE,51
D4,215,BQCV,0,No Amp,UNKNOWN,Undetermined,33.713,NA,2.53E+10,2.08,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,39,FALSE,51
D5,216,BQCV,0,No Amp,UNKNOWN,Undetermined,23.391,NA,2.53E+10,2072.838,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,39,FALSE,51
D6,217,BQCV,1.321,Amp,UNKNOWN,29.528,29.258,0.383,34.167,41.628,10.552,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,25,FALSE,51
D7,218,BQCV,1.336,Amp,UNKNOWN,23.675,23.723,0.069,1714.331,1660.504,76.124,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,19,FALSE,51
D8,219,BQCV,1.319,Amp,UNKNOWN,30.853,30.708,0.206,14.082,15.597,2.143,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,26,FALSE,51
D9,220,BQCV,1.321,Amp,UNKNOWN,29.874,29.863,0.016,27.109,27.322,0.301,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,25,FALSE,51
D10,221,BQCV,1.333,Amp,UNKNOWN,21.162,21.316,0.218,9209.205,8349.739,1215.467,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,17,FALSE,51
D11,222,BQCV,1.284,Amp,UNKNOWN,27.709,27.81,0.144,115.397,108.068,10.365,34.8074,0.9981,-3.4422,95.21442,TRUE,0.1,TRUE,3,23,FALSE,51
E1,212,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E2,213,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E3,214,IAPV,0,No Amp,UNKNOWN,Undetermined,37.925,NA,3.53E+10,0.472,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E4,215,IAPV,1.216,No Amp,UNKNOWN,35.371,36.781,1.995,2.44,1.419,1.444,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,32,FALSE,51
E5,216,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E6,217,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E7,218,IAPV,0.902,No Amp,UNKNOWN,37.859,37.859,NA,0.492,0.492,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,51
E8,219,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E9,220,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E10,221,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E11,222,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
E12,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F1,212,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F2,213,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F3,214,IAPV,0.9,No Amp,UNKNOWN,37.925,37.925,NA,0.472,0.472,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,51
F4,215,IAPV,0.842,No Amp,UNKNOWN,38.192,36.781,1.995,0.398,1.419,1.444,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,51
F5,216,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F6,217,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F7,218,IAPV,0,No Amp,UNKNOWN,Undetermined,37.859,NA,3.53E+10,0.492,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F8,219,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F9,220,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F10,221,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
F11,222,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,51
G1,212,ACTIN,1.439,Amp,UNKNOWN,17.078,17.132,0.076,273966.97,264821,12934.349,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,11,FALSE,51
G2,213,ACTIN,1.444,Amp,UNKNOWN,17.805,17.76,0.064,171736.69,176856.23,7240.129,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
G3,214,ACTIN,1.431,Amp,UNKNOWN,18.457,18.475,0.026,112957.51,111653.4,1844.289,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
G4,215,ACTIN,1.44,Amp,UNKNOWN,17.054,17.103,0.068,278153.5,269810.84,11798.322,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,11,FALSE,51
G5,216,ACTIN,1.432,Amp,UNKNOWN,18.179,18.167,0.018,135046.44,136142.47,1550.038,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
G6,217,ACTIN,1.431,Amp,UNKNOWN,18.419,18.367,0.075,115716.25,119779.1,5745.738,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
G7,218,ACTIN,1.439,Amp,UNKNOWN,18.239,18.261,0.03,129924.516,128168.33,2483.62,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
G8,219,ACTIN,1.442,Amp,UNKNOWN,19.453,19.489,0.05,59558.836,58236.42,1870.174,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,14,FALSE,51
G9,220,ACTIN,1.451,Amp,UNKNOWN,18.853,18.902,0.069,87591.266,84918.305,3780.138,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
G10,221,ACTIN,1.447,Amp,UNKNOWN,16.123,16.074,0.07,505901.6,522537.2,23526.252,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,11,FALSE,51
G11,222,ACTIN,1.446,Amp,UNKNOWN,17.463,17.544,0.114,213904.47,203341.52,14938.285,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
G12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,39,FALSE,51
H1,212,ACTIN,1.439,Amp,UNKNOWN,17.186,17.132,0.076,255675.05,264821,12934.349,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
H2,213,ACTIN,1.439,Amp,UNKNOWN,17.715,17.76,0.064,181975.78,176856.23,7240.129,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
H3,214,ACTIN,1.424,Amp,UNKNOWN,18.493,18.475,0.026,110349.29,111653.4,1844.289,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
H4,215,ACTIN,1.442,Amp,UNKNOWN,17.151,17.103,0.068,261468.16,269810.84,11798.322,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,11,FALSE,51
H5,216,ACTIN,1.438,Amp,UNKNOWN,18.154,18.167,0.018,137238.52,136142.47,1550.038,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
H6,217,ACTIN,1.435,Amp,UNKNOWN,18.314,18.367,0.075,123841.95,119779.1,5745.738,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
H7,218,ACTIN,1.432,Amp,UNKNOWN,18.282,18.261,0.03,126412.14,128168.33,2483.62,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
H8,219,ACTIN,1.435,Amp,UNKNOWN,19.524,19.489,0.05,56914.008,58236.42,1870.174,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,14,FALSE,51
H9,220,ACTIN,1.445,Amp,UNKNOWN,18.951,18.902,0.069,82245.34,84918.305,3780.138,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,13,FALSE,51
H10,221,ACTIN,1.443,Amp,UNKNOWN,16.024,16.074,0.07,539172.75,522537.2,23526.252,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,10,FALSE,51
H11,222,ACTIN,1.435,Amp,UNKNOWN,17.625,17.544,0.114,192778.55,203341.52,14938.285,36.5667,0.9988,-3.584,90.11565,TRUE,0.236,TRUE,3,12,FALSE,51
A1,223,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,52
A2,224,DWV,0,No Amp,UNKNOWN,Undetermined,36.302,NA,1.53E+10,0.497,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A3,225,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A4,226,DWV,0.91,No Amp,UNKNOWN,37.732,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,TRUE,52
A5,227,DWV,1.338,Amp,UNKNOWN,32.914,32.96,0.064,4.457,4.33,0.18,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,52
A6,228,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A7,229,DWV,1.293,Amp,UNKNOWN,32.856,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,TRUE,52
A8,230,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A9,231,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A10,232,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A11,233,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
A12,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
B1,223,DWV,1.148,No Amp,UNKNOWN,36.426,36.426,NA,0.459,0.459,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,52
B2,224,DWV,1.165,No Amp,UNKNOWN,36.302,36.302,NA,0.497,0.497,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,52
B3,225,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
B4,226,DWV,0.766,No Amp,UNKNOWN,38.753,38.242,0.722,0.102,0.051,0.072,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,52
B5,227,DWV,1.326,Amp,UNKNOWN,33.005,32.96,0.064,4.203,4.33,0.18,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,52
B6,228,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
B7,229,DWV,1.32,Amp,UNKNOWN,32.002,32.429,0.604,8.046,4.023,5.689,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,29,FALSE,52
B8,230,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
B9,231,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
B10,232,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
B11,233,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,52
C1,223,BQCV,1.301,Amp,UNKNOWN,30.312,29.799,0.725,20.23,30.201,14.102,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,26,FALSE,52
C2,224,BQCV,1.323,Amp,UNKNOWN,31.52,32.28,1.074,9.015,6.139,4.068,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,27,FALSE,52
C3,225,BQCV,1.311,Amp,UNKNOWN,25.972,26.055,0.118,368.75,349.347,27.44,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,21,FALSE,52
C4,226,BQCV,1.328,Amp,UNKNOWN,22.502,22.488,0.019,3757.318,3792.192,49.319,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,18,FALSE,52
C5,227,BQCV,1.339,Amp,UNKNOWN,25.398,25.445,0.067,541.578,524.923,23.555,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,21,FALSE,52
C6,228,BQCV,1.326,Amp,UNKNOWN,28.852,28.885,0.047,53.717,52.559,1.637,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,24,FALSE,52
C7,229,BQCV,1.303,Amp,UNKNOWN,28.655,28.599,0.08,61.286,63.683,3.391,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,24,FALSE,52
C8,230,BQCV,1.331,Amp,UNKNOWN,24.797,24.968,0.242,809.255,726.547,116.967,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,20,FALSE,52
C9,231,BQCV,1.313,Amp,UNKNOWN,30.925,31.091,0.234,13.423,12.089,1.888,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,26,FALSE,52
C10,232,BQCV,1.344,Amp,UNKNOWN,30.674,30.535,0.197,15.874,17.5,2.3,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,26,FALSE,52
C11,233,BQCV,1.33,Amp,UNKNOWN,31.685,31.108,0.816,8.072,12.771,6.646,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,27,FALSE,52
C12,No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,39,FALSE,52
D1,223,BQCV,1.311,Amp,UNKNOWN,29.286,29.799,0.725,40.173,30.201,14.102,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,25,FALSE,52
D2,224,BQCV,1.315,Amp,UNKNOWN,33.04,32.28,1.074,3.263,6.139,4.068,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,28,FALSE,52
D3,225,BQCV,1.316,Amp,UNKNOWN,26.138,26.055,0.118,329.944,349.347,27.44,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,22,FALSE,52
D4,226,BQCV,1.338,Amp,UNKNOWN,22.474,22.488,0.019,3827.066,3792.192,49.319,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,18,FALSE,52
D5,227,BQCV,1.336,Amp,UNKNOWN,25.492,25.445,0.067,508.267,524.923,23.555,34.8074,0.9981,-3.4422,95.21442,TRUE,0.101,TRUE,3,21,FALSE,52
